council_district,total_appr,finished_area,year
26,102600.0,1125.0,2009
24,306000.0,1960.0,2009
12,107400.0,1159.0,2009
29,79300.0,1177.0,2009
30,101600.0,1500.0,2009
25,193400.0,1343.0,2009
20,94000.0,1441.0,2009
15,129500.0,1200.0,2009
33,120700.0,1437.0,2009
8,120400.0,1442.0,2009
7,121700.0,1156.0,2009
8,99300.0,1044.0,2009
14,119800.0,1224.0,2009
35,194000.0,1765.0,2009
4,313600.0,2970.0,2009
23,3092400.0,7893.5,2009
22,182500.0,1525.0,2009
21,78400.0,1870.0,2009
30,140500.0,1628.0,2009
12,160400.0,1898.89001,2009
10,126300.0,1310.0,2009
26,88900.0,1363.0,2009
34,489100.0,3170.0,2009
3,115400.0,1902.0,2009
9,87000.0,936.0,2009
26,141500.0,1100.0,2009
16,123600.0,1000.0,2009
24,177500.0,1138.0,2009
8,161800.0,2420.25,2009
6,75900.0,888.0,2009
31,180400.0,2037.0,2009
10,106400.0,2376.0,2009
25,600500.0,3385.0,2009
12,299200.0,3073.0,2009
22,270500.0,2829.0,2009
21,63300.0,960.0,2009
21,99000.0,1113.0,2009
34,168600.0,1664.0,2009
31,123200.0,1352.0,2009
4,314600.0,3290.59009,2009
34,359400.0,2282.0,2009
17,92100.0,1320.0,2009
34,479900.0,2591.0,2009
33,118600.0,1566.0,2009
30,112400.0,1510.0,2009
3,109900.0,1459.0,2009
25,426000.0,3123.0,2009
35,300800.0,2970.0,2009
3,144100.0,2196.0,2009
25,317500.0,2401.0,2009
2,102800.0,1525.0,2009
11,104800.0,1100.0,2009
10,178300.0,2460.78003,2009
19,165500.0,777.0,2009
26,120400.0,1282.0,2009
33,101000.0,1196.0,2009
33,72200.0,1116.0,2009
10,113000.0,1075.0,2009
12,118000.0,1188.0,2009
25,733200.0,4583.0,2009
4,177400.0,2370.0,2009
3,75300.0,1134.0,2009
28,167000.0,1618.0,2009
35,293300.0,1808.0,2009
35,290400.0,3295.0,2009
