participant_id,minutes_spent_sleeping,sex
20180112171229,630,Male
20180112171234,630,Male
20180112171253,345,Male
20180112171261,300,Male
20180112171271,780,Male
20180112171276,720,Male
20180112171281,660,Male
20180112171283,506,Male
20180112171289,810,Male
20180112171294,600,Male
20180112171299,550,Male
20180112171301,510,Male
20180112171302,630,Male
20180112171308,885,Male
20180112171314,525,Male
20180112171315,780,Male
20180112171320,694,Male
20180112171330,480,Male
20180112171337,435,Male
20180112171344,500,Male
20180112171350,394,Male
20180112171367,638,Male
20180112171368,630,Male
20180112171369,780,Male
20180112171370,690,Male
20180112171371,540,Male
20180112171372,525,Male
20180112171375,415,Male
20180112171384,420,Male
20180112171394,544,Male
20180112171402,588,Male
20180112171404,520,Male
20180112171412,480,Male
20180112171413,390,Male
20180112171423,450,Male
20180112171431,450,Male
20180112171437,1165,Male
20180112171442,690,Male
20180112171462,480,Male
20180112171484,480,Male
20180112171486,720,Male
20180112171488,510,Male
20180112171510,625,Male
20180112171517,635,Male
20180112171518,840,Male
20180112171547,690,Male
20180112171556,543,Male
20180112171558,470,Male
20180112171561,360,Male
20180112171567,360,Male
20180112171575,770,Male
20180112171577,780,Male
20180112171588,630,Male
20180112171595,567,Male
20180112171612,600,Male
20180112171613,480,Male
20180112171616,660,Male
20180112171619,295,Male
20180112171621,300,Male
20180112171622,647,Male
20180112171625,450,Male
20180112171630,430,Male
20180112171649,465,Male
20180112171659,555,Male
20180112171662,530,Male
20180112171671,370,Male
20180112171673,480,Male
20180112171685,270,Male
20180112171693,578,Male
20180112171698,495,Male
20180112171705,570,Male
20180112171713,425,Male
20180112171721,515,Male
20180112171723,390,Male
20180112171762,494,Male
20180112171771,439,Male
20180112171782,840,Male
20180112171791,420,Male
20180112171801,1230,Male
20180112171802,555,Male
20180112171814,660,Male
20180112171823,526,Male
20180112171832,465,Male
20180112171834,520,Male
20180112171849,510,Male
20180112171868,630,Male
20180112171873,580,Male
20180112171880,660,Male
20180112171886,618,Male
20180112171892,750,Male
20180112171921,180,Male
20180112171940,361,Male
20180112171952,285,Male
20180112171962,440,Male
20180112171967,540,Male
20180112171977,520,Male
20180112171981,415,Male
20180112171988,880,Male
20180112171996,575,Male
20180112172002,510,Male
20180112172006,480,Male
20180112172008,540,Male
20180112172016,345,Male
20180112172020,525,Male
20180112172021,415,Male
20180112172035,370,Male
20180112172036,600,Male
20180112172047,680,Male
20180112172048,215,Male
20180112172051,540,Male
20180112172066,540,Male
20180112172081,530,Male
20180112172084,899,Male
20180112172097,770,Male
20180112172101,510,Male
20180112172107,540,Male
20180112172109,360,Male
20180112172122,570,Male
20180112172144,690,Male
20180112172159,450,Male
20180112172176,600,Male
20180112172178,290,Male
20180112172183,525,Male
20180112172191,780,Male
20180112172195,480,Male
20180112172196,575,Male
20180112172200,540,Male
20180112172203,550,Male
20180112172216,570,Male
20180112172221,225,Male
20180112172226,540,Male
20180112172241,396,Male
20180112172245,478,Male
20180112172263,510,Male
20180112172274,607,Male
20180112172282,510,Male
20180112172314,360,Male
20180112172317,660,Male
20180112172324,775,Male
20180112172335,450,Male
20180112172346,655,Male
20180112172349,510,Male
20180112172358,948,Male
20180112172363,520,Male
20180112172377,515,Male
20180112172379,680,Male
20180112172383,630,Male
20180112172385,490,Male
20180112172398,510,Male
20180112172405,840,Male
20180112172406,570,Male
20180112172408,440,Male
20180112172412,600,Male
20180112172426,555,Male
20180112172427,420,Male
20180112172433,330,Male
20180112172439,420,Male
20180112172450,476,Male
20180112172451,630,Male
20180112172458,450,Male
20180112172460,480,Male
20180112172462,360,Male
20180112172463,750,Male
20180112172477,355,Male
20180112172483,450,Male
20180112172514,645,Male
20180112172526,330,Male
20180201180005,183,Male
20180201180015,690,Male
20180201180026,480,Male
20180201180035,615,Male
20180201180040,770,Male
20180201180043,510,Male
20180201180063,315,Male
20180201180079,360,Male
20180201180082,420,Male
20180201180091,900,Male
20180201180094,560,Male
20180201180102,540,Male
20180201180120,600,Male
20180201180144,645,Male
20180201180160,630,Male
20180201180166,450,Male
20180201180503,465,Male
20180201180508,660,Male
20180201180509,660,Male
20180201180511,420,Male
20180201180517,660,Male
20180201180523,635,Male
20180201180526,480,Male
20180201180531,560,Male
20180201180533,450,Male
20180201180546,510,Male
20180201180560,557,Male
20180201180596,570,Male
20180201180597,600,Male
20180201180601,750,Male
20180201180645,480,Male
20180201180654,600,Male
20180201180658,540,Male
20180201180661,540,Male
20180201180693,600,Male
20180201180696,540,Male
20180201180698,465,Male
20180201180706,390,Male
20180201180707,504,Male
20180201180712,530,Male
20180201180713,690,Male
20180201180728,450,Male
20180201180731,535,Male
20180201180732,565,Male
20180201180733,465,Male
20180201180737,720,Male
20180201180739,540,Male
20180201180742,180,Male
20180201180749,681,Male
20180201180760,660,Male
20180201180775,470,Male
20180201180778,600,Male
20180201180781,495,Male
20180201180812,660,Male
20180201180820,1350,Male
20180201180821,690,Male
20180201180827,510,Male
20180201180836,465,Male
20180201180838,419,Male
20180201180843,435,Male
20180201180844,510,Male
20180201180887,480,Male
20180201180890,525,Male
20180201180900,495,Male
20180201180901,655,Male
20180201180909,550,Male
20180201180910,415,Male
20180201180918,420,Male
20180201180922,525,Male
20180201180951,530,Male
20180201180962,535,Male
20180201180987,615,Male
20180201180993,390,Male
20180201180995,911,Male
20180201181001,410,Male
20180201181017,450,Male
20180201181040,510,Male
20180201181050,600,Male
20180201181053,600,Male
20180201181058,510,Male
20180201181061,470,Male
20180201181062,600,Male
20180201181064,435,Male
20180201181065,480,Male
20180201181068,540,Male
20180201181104,702,Male
20180201181115,390,Male
20180201181118,450,Male
20180201181133,420,Male
20180201181134,690,Male
20180201181147,540,Male
20180201181150,510,Male
20180201181174,530,Male
20180201181179,540,Male
20180201181189,690,Male
20180201181192,445,Male
20180201181195,775,Male
20180201181202,705,Male
20180201181209,380,Male
20180201181210,570,Male
20180201181215,602,Male
20180201181221,640,Male
20180201181230,660,Male
20180201181233,525,Male
20180201181243,630,Male
20180201181246,520,Male
20180201181255,530,Male
20180201181256,630,Male
20180201181268,605,Male
20180201181274,625,Male
20180201181285,950,Male
20180201181286,395,Male
20180201181288,580,Male
20180201181293,375,Male
20180201181337,380,Male
20180201181345,485,Male
20180201181353,387,Male
20180201181354,540,Male
20180201181361,542,Male
20180201181362,530,Male
20180201181375,240,Male
20180201181376,652,Male
20180201181381,390,Male
20180201181399,380,Male
20180201181403,360,Male
20180201181408,434,Male
20180201181416,630,Male
20180201181426,585,Male
20180201181437,315,Male
20180201181445,475,Male
20180201181461,390,Male
20180201181469,450,Male
20180201181475,600,Male
20180201181490,720,Male
20180201181509,480,Male
20180201181510,665,Male
20180201181521,629,Male
20180201181524,495,Male
20180201181534,90,Male
20180201181544,540,Male
20180201181546,940,Male
20180201181566,240,Male
20180201181571,721,Male
20180201181575,460,Male
20180201181577,660,Male
20180201181595,870,Male
20180201181615,245,Male
20180201181616,405,Male
20180201181624,600,Male
20180201181625,480,Male
20180201181657,600,Male
20180201181682,865,Male
20180201181686,685,Male
20180201181690,600,Male
20180201181699,450,Male
20180201181727,585,Male
20180201181729,540,Male
20180201181731,600,Male
20180201181739,400,Male
20180201181745,575,Male
20180201181746,480,Male
20180201181776,630,Male
20180201181782,600,Male
20180201181785,480,Male
20180201181791,540,Male
20180201181795,630,Male
20180201181798,630,Male
20180201181801,720,Male
20180201181811,378,Male
20180201181813,474,Male
20180201181829,700,Male
20180201181853,555,Male
20180201181867,600,Male
20180201181875,450,Male
20180201181884,480,Male
20180201181900,570,Male
20180201181909,375,Male
20180201181912,465,Male
20180201181914,525,Male
20180201181921,453,Male
20180201181936,520,Male
20180201181945,670,Male
20180201181971,462,Male
20180201181973,600,Male
20180201181975,669,Male
20180201181989,510,Male
20180201182023,390,Male
20180201182046,480,Male
20180201182065,480,Male
20180201182074,390,Male
20180201182075,510,Male
20180201182077,525,Male
20180201182080,730,Male
20180201182099,300,Male
20180201182101,480,Male
20180201182103,600,Male
20180201182112,510,Male
20180201182114,570,Male
20180201182117,750,Male
20180201182124,690,Male
20180201182128,610,Male
20180201182142,420,Male
20180201182144,510,Male
20180201182147,925,Male
20180201182166,480,Male
20180201182173,510,Male
20180201182174,660,Male
20180201182180,490,Male
20180201182182,570,Male
20180201182200,410,Male
20180201182201,480,Male
20180201182205,540,Male
20180201182206,580,Male
20180201182222,565,Male
20180201182224,600,Male
20180201182225,525,Male
20180201182238,633,Male
20180201182239,415,Male
20180201182246,900,Male
20180201182256,519,Male
20180201182257,325,Male
20180201182258,390,Male
20180201182294,450,Male
20180201182318,630,Male
20180201182323,525,Male
20180201182348,530,Male
20180201182357,570,Male
20180201182368,150,Male
20180201182375,465,Male
20180201182388,750,Male
20180201182390,150,Male
20180201182394,635,Male
20180201182396,705,Male
20180201182399,680,Male
20180201182419,525,Male
20180201182423,545,Male
20180201182432,540,Male
20180201182434,473,Male
20180201182438,480,Male
20180201182457,525,Male
20180201182461,570,Male
20180201182469,585,Male
20180201182470,360,Male
20180201182509,580,Male
20180201182521,570,Male
20180202180016,549,Male
20180202180554,430,Male
20180202180571,630,Male
20180202180835,615,Male
20180202180872,150,Male
20180202180970,570,Male
20180202181014,360,Male
20180202181076,470,Male
20180202181194,448,Male
20180202181209,408,Male
20180202181375,370,Male
20180202181494,720,Male
20180202181516,745,Male
20180202181547,420,Male
20180202181638,630,Male
20180202181646,485,Male
20180202181675,480,Male
20180202181696,450,Male
20180202181799,485,Male
20180202181882,630,Male
20180202181921,810,Male
20180202181940,388,Male
20180202182014,585,Male
20180202182054,750,Male
20180202182070,300,Male
20180202182185,540,Male
20180202182225,480,Male
20180202182259,630,Male
20180202182271,525,Male
20180202182308,420,Male
20180202182452,450,Male
20180202182460,600,Male
20180211171952,720,Male
20180211172123,552,Male
20180211172295,575,Male
20180211172370,420,Male
20180212170554,330,Male
20180212170600,570,Male
20180212170612,525,Male
20180212170628,455,Male
20180212170640,480,Male
20180212170645,445,Male
20180212170668,480,Male
20180212170724,635,Male
20180212170725,500,Male
20180212170775,180,Male
20180212170791,525,Male
20180212170816,420,Male
20180212170846,570,Male
20180212170888,540,Male
20180212170919,615,Male
20180212170956,420,Male
20180212170982,420,Male
20180212170990,630,Male
20180212171005,600,Male
20180212171041,420,Male
20180212171053,490,Male
20180212171074,540,Male
20180212171090,614,Male
20180212171175,525,Male
20180212171176,545,Male
20180212171180,665,Male
20180212171222,600,Male
20180212171237,690,Male
20180212171312,510,Male
20180212171356,640,Male
20180212171361,307,Male
20180212171374,470,Male
20180212171433,450,Male
20180212171508,480,Male
20180212171590,570,Male
20180212171598,367,Male
20180212171645,555,Male
20180212171700,610,Male
20180212171728,440,Male
20180212171748,450,Male
20180212171776,660,Male
20180212171788,480,Male
20180212171830,480,Male
20180212171898,750,Male
20180212171908,537,Male
20180212171930,495,Male
20180212171949,490,Male
20180212171976,470,Male
20180212172061,540,Male
20180212172156,420,Male
20180212172223,545,Male
20180212172232,690,Male
20180212172256,540,Male
20180212172261,580,Male
20180212172265,387,Male
20180212172284,485,Male
20180212172297,735,Male
20180212172327,598,Male
20180212172339,720,Male
20180212172348,630,Male
20180212172391,520,Male
20180212172455,470,Male
20180212172469,435,Male
20180212172495,510,Male
20180212172508,615,Male
20180301180022,690,Male
20180301180588,460,Male
20180301180600,660,Male
20180301180629,595,Male
20180301180697,480,Male
20180301180763,635,Male
20180301180789,510,Male
20180301180846,600,Male
20180301180867,705,Male
20180301180868,480,Male
20180301180884,299,Male
20180301180928,705,Male
20180301180942,530,Male
20180301181122,485,Male
20180301181139,505,Male
20180301181269,600,Male
20180301181330,430,Male
20180301181380,410,Male
20180301181398,630,Male
20180301181431,420,Male
20180301181512,560,Male
20180301181562,580,Male
20180301181596,425,Male
20180301181598,450,Male
20180301181697,420,Male
20180301181701,855,Male
20180301181721,500,Male
20180301181734,480,Male
20180301181794,640,Male
20180301181800,660,Male
20180301181814,540,Male
20180301181854,565,Male
20180301181856,565,Male
20180301181858,480,Male
20180301181864,480,Male
20180301181902,570,Male
20180301181925,660,Male
20180301181954,490,Male
20180301181990,510,Male
20180301182032,605,Male
20180301182047,425,Male
20180301182050,330,Male
20180301182076,600,Male
20180301182115,490,Male
20180301182133,550,Male
20180301182152,295,Male
20180301182170,480,Male
20180301182171,510,Male
20180301182196,394,Male
20180301182226,824,Male
20180301182230,485,Male
20180301182231,540,Male
20180301182253,540,Male
20180301182279,555,Male
20180301182280,660,Male
20180301182287,460,Male
20180301182359,600,Male
20180301182454,510,Male
20180301182503,380,Male
20180302180003,660,Male
20180302180036,658,Male
20180302180053,530,Male
20180302180058,720,Male
20180302180066,555,Male
20180302180072,645,Male
20180302180080,560,Male
20180302180100,240,Male
20180302180108,640,Male
20180302180121,390,Male
20180302180134,240,Male
20180302180141,230,Male
20180302180157,705,Male
20180302180163,540,Male
20180302180500,582,Male
20180302180506,510,Male
20180302180508,570,Male
20180302180511,510,Male
20180302180514,525,Male
20180302180517,895,Male
20180302180524,480,Male
20180302180528,450,Male
20180302180539,420,Male
20180302180541,540,Male
20180302180542,600,Male
20180302180545,555,Male
20180302180558,510,Male
20180302180566,740,Male
20180302180573,300,Male
20180302180578,450,Male
20180302180586,755,Male
20180302180606,480,Male
20180302180614,480,Male
20180302180618,657,Male
20180302180619,450,Male
20180302180625,450,Male
20180302180632,265,Male
20180302180645,660,Male
20180302180668,505,Male
20180302180678,675,Male
20180302180697,445,Male
20180302180702,660,Male
20180302180705,715,Male
20180302180708,370,Male
20180302180736,415,Male
20180302180750,570,Male
20180302180760,570,Male
20180302180771,465,Male
20180302180778,480,Male
20180302180790,445,Male
20180302180791,600,Male
20180302180808,520,Male
20180302180813,1015,Male
20180302180817,480,Male
20180302180827,750,Male
20180302180843,480,Male
20180302180849,390,Male
20180302180858,330,Male
20180302180863,440,Male
20180302180877,360,Male
20180302180880,570,Male
20180302180886,525,Male
20180302180905,495,Male
20180302180914,450,Male
20180302180927,400,Male
20180302180944,480,Male
20180302180950,270,Male
20180302180952,660,Male
20180302180962,425,Male
20180302180968,450,Male
20180302180973,450,Male
20180302180991,360,Male
20180302180993,720,Male
20180302180994,720,Male
20180302181001,413,Male
20180302181002,528,Male
20180302181012,330,Male
20180302181022,420,Male
20180302181027,525,Male
20180302181030,480,Male
20180302181046,463,Male
20180302181064,420,Male
20180302181067,60,Male
20180302181077,564,Male
20180302181078,420,Male
20180302181085,680,Male
20180302181086,460,Male
20180302181106,540,Male
20180302181111,450,Male
20180302181116,660,Male
20180302181123,460,Male
20180302181140,370,Male
20180302181163,720,Male
20180302181165,628,Male
20180302181166,390,Male
20180302181181,270,Male
20180302181187,542,Male
20180302181191,630,Male
20180302181196,370,Male
20180302181241,620,Male
20180302181244,600,Male
20180302181253,420,Male
20180302181257,695,Male
20180302181263,240,Male
20180302181270,445,Male
20180302181274,420,Male
20180302181276,530,Male
20180302181279,670,Male
20180302181292,600,Male
20180302181298,569,Male
20180302181304,510,Male
20180302181305,540,Male
20180302181310,735,Male
20180302181323,610,Male
20180302181336,750,Male
20180302181347,535,Male
20180302181354,555,Male
20180302181359,555,Male
20180302181367,570,Male
20180302181368,390,Male
20180302181376,465,Male
20180302181387,540,Male
20180302181397,405,Male
20180302181400,464,Male
20180302181415,630,Male
20180302181417,540,Male
20180302181419,483,Male
20180302181433,661,Male
20180302181442,570,Male
20180302181448,540,Male
20180302181469,475,Male
20180302181474,535,Male
20180302181497,805,Male
20180302181503,480,Male
20180302181511,645,Male
20180302181513,450,Male
20180302181517,405,Male
20180302181520,390,Male
20180302181528,690,Male
20180302181531,305,Male
20180302181546,628,Male
20180302181548,480,Male
20180302181554,390,Male
20180302181555,998,Male
20180302181580,505,Male
20180302181594,605,Male
20180302181597,600,Male
20180302181614,495,Male
20180302181619,240,Male
20180302181647,600,Male
20180302181651,703,Male
20180302181669,530,Male
20180302181676,675,Male
20180302181683,845,Male
20180302181686,490,Male
20180302181703,495,Male
20180302181705,420,Male
20180302181709,855,Male
20180302181713,515,Male
20180302181729,450,Male
20180302181732,360,Male
20180302181764,900,Male
20180302181766,300,Male
20180302181769,300,Male
20180302181790,465,Male
20180302181796,330,Male
20180302181812,540,Male
20180302181818,495,Male
20180302181823,570,Male
20180302181836,270,Male
20180302181837,455,Male
20180302181852,455,Male
20180302181865,415,Male
20180302181866,465,Male
20180302181869,150,Male
20180302181873,380,Male
20180302181884,555,Male
20180302181889,120,Male
20180302181893,510,Male
20180302181915,670,Male
20180302181920,470,Male
20180302181922,471,Male
20180302181930,120,Male
20180302181933,450,Male
20180302181944,270,Male
20180302181946,284,Male
20180302181948,450,Male
20180302181954,665,Male
20180302181957,555,Male
20180302181964,660,Male
20180302181971,940,Male
20180302181974,600,Male
20180302181976,540,Male
20180302181978,390,Male
20180302181979,660,Male
20180302181988,630,Male
20180302181991,450,Male
20180302181997,520,Male
20180302182017,660,Male
20180302182028,630,Male
20180302182029,300,Male
20180302182039,475,Male
20180302182064,600,Male
20180302182082,540,Male
20180302182084,340,Male
20180302182085,540,Male
20180302182087,540,Male
20180302182095,510,Male
20180302182099,750,Male
20180302182122,660,Male
20180302182132,619,Male
20180302182143,360,Male
20180302182156,535,Male
20180302182173,380,Male
20180302182178,486,Male
20180302182181,585,Male
20180302182195,420,Male
20180302182199,1155,Male
20180302182227,600,Male
20180302182228,1120,Male
20180302182262,450,Male
20180302182266,600,Male
20180302182270,940,Male
20180302182285,445,Male
20180302182296,510,Male
20180302182298,480,Male
20180302182313,420,Male
20180302182316,70,Male
20180302182318,480,Male
20180302182320,520,Male
20180302182321,480,Male
20180302182322,525,Male
20180302182324,420,Male
20180302182329,570,Male
20180302182344,435,Male
20180302182350,460,Male
20180302182351,900,Male
20180302182352,465,Male
20180302182362,450,Male
20180302182369,420,Male
20180302182372,510,Male
20180302182377,720,Male
20180302182383,240,Male
20180302182385,370,Male
20180302182416,450,Male
20180302182421,435,Male
20180302182427,750,Male
20180302182432,665,Male
20180302182435,400,Male
20180302182440,450,Male
20180302182457,480,Male
20180302182461,520,Male
20180302182464,390,Male
20180302182470,345,Male
20180302182474,475,Male
20180302182478,600,Male
20180302182482,669,Male
20180302182487,480,Male
20180302182493,615,Male
20180302182497,1000,Male
20180302182508,390,Male
20180303180011,510,Male
20180303180034,480,Male
20180303180048,420,Male
20180303180082,510,Male
20180303180100,510,Male
20180303180550,560,Male
20180303180557,540,Male
20180303180572,660,Male
20180303180639,535,Male
20180303180774,450,Male
20180303180854,295,Male
20180303180877,450,Male
20180303180898,449,Male
20180303181013,600,Male
20180303181027,450,Male
20180303181068,660,Male
20180303181084,330,Male
20180303181213,570,Male
20180303181282,345,Male
20180303181296,615,Male
20180303181315,420,Male
20180303181337,570,Male
20180303181486,450,Male
20180303181509,550,Male
20180303181521,530,Male
20180303181529,660,Male
20180303181536,540,Male
20180303181611,450,Male
20180303181723,510,Male
20180303181819,450,Male
20180303181888,610,Male
20180303182045,420,Male
20180303182173,600,Male
20180303182231,770,Male
20180303182452,360,Male
20180303182511,750,Male
20180303182517,515,Male
20180312170638,612,Male
20180312171631,465,Male
20180401181102,430,Male
20180402180162,195,Male
20180402180185,540,Male
20180402180525,583,Male
20180402180549,630,Male
20180402180556,690,Male
20180402180583,630,Male
20180402180623,460,Male
20180402180682,260,Male
20180402180685,510,Male
20180402180710,359,Male
20180402180805,660,Male
20180402180812,637,Male
20180402180869,530,Male
20180402180896,468,Male
20180402180929,745,Male
20180402180932,480,Male
20180402180981,575,Male
20180402180998,540,Male
20180402181032,600,Male
20180402181082,413,Male
20180402181214,630,Male
20180402181251,555,Male
20180402181272,540,Male
20180402181278,200,Male
20180402181316,495,Male
20180402181398,0,Male
20180402181399,480,Male
20180402181450,600,Male
20180402181455,510,Male
20180402181575,480,Male
20180402181649,360,Male
20180402181679,690,Male
20180402181692,440,Male
20180402181701,690,Male
20180402181717,450,Male
20180402181724,270,Male
20180402181762,565,Male
20180402181765,450,Male
20180402181788,653,Male
20180402181793,507,Male
20180402181904,540,Male
20180402181905,660,Male
20180402181928,420,Male
20180402181961,475,Male
20180402181963,465,Male
20180402182026,330,Male
20180402182031,930,Male
20180402182059,600,Male
20180402182092,180,Male
20180402182120,600,Male
20180402182146,465,Male
20180402182170,635,Male
20180402182219,485,Male
20180402182224,502,Male
20180402182240,570,Male
20180402182242,630,Male
20180402182251,569,Male
20180402182261,510,Male
20180402182278,530,Male
20180402182323,600,Male
20180402182346,540,Male
20180402182365,360,Male
20180402182386,600,Male
20180402182414,555,Male
20180402182473,570,Male
20180402182507,660,Male
20180403180021,585,Male
20180403180039,435,Male
20180403180041,551,Male
20180403180050,840,Male
20180403180064,508,Male
20180403180076,735,Male
20180403180091,345,Male
20180403180097,625,Male
20180403180111,610,Male
20180403180119,380,Male
20180403180511,525,Male
20180403180514,637,Male
20180403180517,405,Male
20180403180525,358,Male
20180403180532,533,Male
20180403180537,490,Male
20180403180546,480,Male
20180403180547,180,Male
20180403180561,690,Male
20180403180564,540,Male
20180403180587,480,Male
20180403180588,360,Male
20180403180599,570,Male
20180403180609,530,Male
20180403180611,490,Male
20180403180630,810,Male
20180403180646,450,Male
20180403180665,505,Male
20180403180670,545,Male
20180403180671,450,Male
20180403180672,480,Male
20180403180693,545,Male
20180403180701,685,Male
20180403180705,600,Male
20180403180708,360,Male
20180403180713,600,Male
20180403180717,615,Male
20180403180721,1200,Male
20180403180723,520,Male
20180403180727,495,Male
20180403180728,500,Male
20180403180732,625,Male
20180403180733,540,Male
20180403180740,540,Male
20180403180741,630,Male
20180403180748,540,Male
20180403180754,630,Male
20180403180756,540,Male
