participant_id,minutes_spent_sleeping,sex
20180706180556,570,Male
20180706180561,590,Male
20180706180573,485,Male
20180706180576,765,Male
20180706180587,345,Male
20180706180598,435,Male
20180706180603,720,Male
20180706180611,540,Male
20180706180612,506,Male
20180706180627,530,Male
20180706180630,383,Male
20180706180632,550,Male
20180706180645,450,Male
20180706180650,455,Male
20180706180656,435,Male
20180706180658,642,Male
20180706180660,600,Male
20180706180678,480,Male
20180706180696,450,Male
20180706180699,420,Male
20180706180715,510,Male
20180706180721,450,Male
20180706180728,450,Male
20180706180729,510,Male
20180706180737,450,Male
20180706180758,510,Male
20180706180787,560,Male
20180706180798,585,Male
20180706180805,390,Male
20180706180812,690,Male
20180706180816,453,Male
20180706180823,1070,Male
20180706180829,555,Male
20180706180839,720,Male
20180706180877,450,Male
20180706180880,660,Male
20180706180885,593,Male
20180706180896,450,Male
20180706180907,490,Male
20180706180921,480,Male
20180706180929,280,Male
20180706180936,750,Male
20180706180937,580,Male
20180706180938,615,Male
20180706180940,539,Male
20180706180946,240,Male
20180706180951,720,Male
20180706180955,300,Male
20180706180970,570,Male
20180706180986,447,Male
20180706180991,840,Male
20180706180992,480,Male
20180706181005,405,Male
20180706181024,405,Male
20180706181026,530,Male
20180706181033,600,Male
20180706181037,450,Male
20180706181044,390,Male
20180706181048,600,Male
20180706181051,520,Male
20180706181053,480,Male
20180706181059,490,Male
20180706181063,437,Male
20180706181066,480,Male
20180706181069,515,Male
20180706181081,580,Male
20180706181095,535,Male
20180706181097,450,Male
20180706181121,870,Male
20180706181128,510,Male
20180706181134,510,Male
20180706181137,415,Male
20180706181139,600,Male
20180706181141,540,Male
20180706181156,600,Male
20180706181165,750,Male
20180706181167,700,Male
20180706181168,710,Male
20180706181178,470,Male
20180706181186,640,Male
20180706181194,610,Male
20180706181214,540,Male
20180706181216,540,Male
20180706181222,405,Male
20180706181228,510,Male
20180706181234,535,Male
20180706181243,482,Male
20180706181250,645,Male
20180706181257,330,Male
20180706181264,600,Male
20180706181266,525,Male
20180706181267,810,Male
20180706181269,540,Male
20180706181276,315,Male
20180706181278,430,Male
20180706181282,730,Male
20180706181287,772,Male
20180706181301,582,Male
20180706181310,480,Male
20180706181322,445,Male
20180706181324,640,Male
20180706181328,450,Male
20180706181334,917,Male
20180706181340,495,Male
20180706181342,581,Male
20180706181358,670,Male
20180706181376,540,Male
20180706181378,460,Male
20180706181389,600,Male
20180706181393,30,Male
20180706181399,0,Male
20180706181412,355,Male
20180706181413,720,Male
20180706181422,220,Male
20180706181430,840,Male
20180706181434,1319,Male
20180706181447,600,Male
20180706181451,625,Male
20180706181454,480,Male
20180706181456,630,Male
20180706181457,355,Male
20180706181463,405,Male
20180706181475,505,Male
20180706181479,570,Male
20180706181490,695,Male
20180706181491,420,Male
20180706181501,536,Male
20180706181515,540,Male
20180706181516,30,Male
20180706181518,690,Male
20180706181527,818,Male
20180706181532,511,Male
20180706181548,410,Male
20180706181554,598,Male
20180706181561,330,Male
20180706181573,720,Male
20180706181581,480,Male
20180706181586,540,Male
20180706181590,690,Male
20180706181591,525,Male
20180706181596,700,Male
20180706181597,420,Male
20180706181606,535,Male
20180706181608,505,Male
20180706181621,630,Male
20180706181628,505,Male
20180706181629,630,Male
20180706181637,525,Male
20180706181652,420,Male
20180706181655,407,Male
20180706181656,310,Male
20180706181666,840,Male
20180706181669,570,Male
20180706181671,540,Male
20180706181673,565,Male
20180706181693,270,Male
20180706181708,420,Male
20180706181713,630,Male
20180706181725,540,Male
20180706181744,360,Male
20180706181766,630,Male
20180706181778,210,Male
20180706181781,540,Male
20180706181785,540,Male
20180706181787,420,Male
20180706181790,415,Male
20180706181792,519,Male
20180706181798,524,Male
20180706181828,570,Male
20180706181841,480,Male
20180706181852,600,Male
20180706181855,540,Male
20180706181864,762,Male
20180706181870,450,Male
20180706181895,560,Male
20180706181912,750,Male
20180706181916,660,Male
20180706181926,645,Male
20180706181927,510,Male
20180706181934,550,Male
20180706181943,500,Male
20180706181945,510,Male
20180706181953,540,Male
20180706181961,360,Male
20180706181974,240,Male
20180706181980,360,Male
20180706181981,420,Male
20180706181987,585,Male
20180706181989,480,Male
20180706181991,400,Male
20180706181994,600,Male
20180706182002,540,Male
20180706182014,450,Male
20180706182034,625,Male
20180706182042,660,Male
20180706182044,480,Male
20180706182048,533,Male
20180706182055,470,Male
20180706182085,600,Male
20180706182100,510,Male
20180706182116,480,Male
20180706182118,600,Male
20180706182143,461,Male
20180706182146,561,Male
20180706182150,420,Male
20180706182166,390,Male
20180706182171,660,Male
20180706182182,480,Male
20180706182192,395,Male
20180706182197,330,Male
20180706182215,510,Male
20180706182219,775,Male
20180706182222,450,Male
20180706182231,525,Male
20180706182233,480,Male
20180706182239,729,Male
20180706182264,475,Male
20180706182266,450,Male
20180706182284,690,Male
20180706182285,588,Male
20180706182292,460,Male
20180706182299,720,Male
20180706182327,360,Male
20180706182341,445,Male
20180706182351,420,Male
20180706182354,570,Male
20180706182362,660,Male
20180706182368,510,Male
20180706182371,555,Male
20180706182373,420,Male
20180706182375,570,Male
20180706182379,650,Male
20180706182404,780,Male
20180706182406,660,Male
20180706182412,800,Male
20180706182418,480,Male
20180706182427,530,Male
20180706182435,570,Male
20180706182436,695,Male
20180706182469,450,Male
20180706182472,570,Male
20180706182479,410,Male
20180706182480,554,Male
20180706182484,515,Male
20180706182498,540,Male
20180706182499,600,Male
20180706182517,600,Male
20180706182519,375,Male
20180706182520,570,Male
20180706182539,450,Male
20180707180038,460,Male
20180707180051,600,Male
20180707180104,330,Male
20180707180123,430,Male
20180707180150,420,Male
20180707180555,680,Male
20180707180565,390,Male
20180707180621,443,Male
20180707180656,525,Male
20180707180726,630,Male
20180707180761,690,Male
20180707180870,445,Male
20180707180942,690,Male
20180707181027,330,Male
20180707181096,670,Male
20180707181140,575,Male
20180707181141,379,Male
20180707181147,814,Male
20180707181183,720,Male
20180707181206,595,Male
20180707181244,570,Male
20180707181259,685,Male
20180707181263,355,Male
20180707181267,580,Male
20180707181324,720,Male
20180707181383,450,Male
20180707181388,420,Male
20180707181412,589,Male
20180707181434,660,Male
20180707181448,360,Male
20180707181449,720,Male
20180707181458,432,Male
20180707181459,270,Male
20180707181501,510,Male
20180707181513,479,Male
20180707181518,525,Male
20180707181524,540,Male
20180707181535,655,Male
20180707181548,545,Male
20180707181559,585,Male
20180707181568,425,Male
20180707181583,745,Male
20180707181592,430,Male
20180707181640,420,Male
20180707181688,420,Male
20180707181689,510,Male
20180707181699,540,Male
20180707181793,510,Male
20180707181825,480,Male
20180707181844,435,Male
20180707181877,480,Male
20180707181902,450,Male
20180707181926,330,Male
20180707181963,400,Male
20180707181978,955,Male
20180707181983,420,Male
20180707182029,930,Male
20180707182042,485,Male
20180707182054,510,Male
20180707182125,750,Male
20180707182159,595,Male
20180707182194,510,Male
20180707182195,527,Male
20180707182197,660,Male
20180707182256,455,Male
20180707182284,600,Male
20180707182334,550,Male
20180707182336,390,Male
20180707182403,628,Male
20180707182513,415,Male
20180805180834,540,Male
20180805181192,535,Male
20180805181303,380,Male
20180805181474,360,Male
20180805181999,505,Male
20180805182522,420,Male
20180806180055,600,Male
20180806180144,125,Male
20180806180523,465,Male
20180806180597,270,Male
20180806180600,660,Male
20180806180608,450,Male
20180806180620,450,Male
20180806180624,555,Male
20180806180654,561,Male
20180806180710,605,Male
20180806180730,570,Male
20180806180832,480,Male
20180806180902,660,Male
20180806180933,495,Male
20180806180965,535,Male
20180806180999,600,Male
20180806181090,778,Male
20180806181146,460,Male
20180806181198,465,Male
20180806181233,480,Male
20180806181294,375,Male
20180806181325,712,Male
20180806181400,540,Male
20180806181488,480,Male
20180806181533,540,Male
20180806181535,555,Male
20180806181560,645,Male
20180806181582,540,Male
20180806181624,540,Male
20180806181721,485,Male
20180806181759,510,Male
20180806181763,470,Male
20180806181764,565,Male
20180806181777,370,Male
20180806181788,477,Male
20180806181793,495,Male
20180806181808,345,Male
20180806181846,600,Male
20180806181847,510,Male
20180806181862,673,Male
20180806181865,420,Male
20180806181925,720,Male
20180806181959,645,Male
20180806182126,675,Male
20180806182270,333,Male
20180806182281,750,Male
20180806182311,360,Male
20180806182317,350,Male
20180806182325,270,Male
20180806182346,615,Male
20180806182348,630,Male
20180806182473,375,Male
20180806182485,360,Male
20180806182496,470,Male
20180806182527,700,Male
20180807180022,500,Male
20180807180030,550,Male
20180807180083,420,Male
20180807180084,450,Male
20180807180099,540,Male
20180807180132,720,Male
20180807180133,495,Male
20180807180159,510,Male
20180807180164,465,Male
20180807180176,555,Male
20180807180518,630,Male
20180807180519,510,Male
20180807180526,292,Male
20180807180538,600,Male
20180807180546,315,Male
20180807180550,320,Male
20180807180557,590,Male
20180807180562,255,Male
20180807180575,540,Male
20180807180590,435,Male
20180807180592,570,Male
20180807180605,540,Male
20180807180608,570,Male
20180807180624,419,Male
20180807180627,873,Male
20180807180630,480,Male
20180807180649,631,Male
20180807180658,510,Male
20180807180666,450,Male
20180807180719,510,Male
20180807180730,525,Male
20180807180732,420,Male
20180807180734,865,Male
20180807180740,555,Male
20180807180741,530,Male
20180807180760,840,Male
20180807180766,330,Male
20180807180807,660,Male
20180807180809,510,Male
20180807180815,610,Male
20180807180816,510,Male
20180807180826,408,Male
20180807180837,525,Male
20180807180840,495,Male
20180807180843,540,Male
20180807180850,480,Male
20180807180861,555,Male
20180807180874,570,Male
20180807180878,510,Male
20180807180884,435,Male
20180807180903,210,Male
20180807180911,700,Male
20180807180917,395,Male
20180807180921,646,Male
20180807180928,390,Male
20180807180947,632,Male
20180807180975,703,Male
20180807180990,350,Male
20180807180992,360,Male
20180807180997,725,Male
20180807180999,500,Male
20180807181023,470,Male
20180807181029,649,Male
20180807181042,425,Male
20180807181043,720,Male
20180807181060,415,Male
20180807181061,510,Male
20180807181064,560,Male
20180807181085,660,Male
20180807181101,488,Male
20180807181111,660,Male
20180807181121,655,Male
20180807181126,420,Male
20180807181154,610,Male
20180807181155,720,Male
20180807181158,570,Male
20180807181161,530,Male
20180807181181,390,Male
20180807181184,630,Male
20180807181185,390,Male
20180807181188,510,Male
20180807181204,480,Male
20180807181218,375,Male
20180807181224,510,Male
20180807181233,320,Male
20180807181236,655,Male
20180807181242,455,Male
20180807181255,480,Male
20180807181282,465,Male
20180807181302,360,Male
20180807181306,610,Male
20180807181307,330,Male
20180807181311,405,Male
20180807181325,570,Male
20180807181327,390,Male
20180807181329,378,Male
20180807181339,480,Male
20180807181341,490,Male
20180807181350,430,Male
20180807181361,480,Male
20180807181363,420,Male
20180807181364,385,Male
20180807181366,360,Male
20180807181384,525,Male
20180807181402,480,Male
20180807181405,540,Male
20180807181409,689,Male
20180807181424,780,Male
20180807181446,540,Male
20180807181457,555,Male
20180807181465,510,Male
20180807181467,560,Male
20180807181483,690,Male
20180807181484,460,Male
20180807181488,720,Male
20180807181489,600,Male
20180807181494,538,Male
20180807181499,580,Male
20180807181504,395,Male
20180807181507,510,Male
20180807181514,480,Male
20180807181521,480,Male
20180807181526,510,Male
20180807181529,750,Male
20180807181532,148,Male
20180807181539,559,Male
20180807181542,470,Male
20180807181558,748,Male
20180807181561,510,Male
20180807181566,460,Male
20180807181582,540,Male
20180807181598,845,Male
20180807181607,420,Male
20180807181612,440,Male
20180807181637,600,Male
20180807181645,415,Male
20180807181663,565,Male
20180807181672,280,Male
20180807181674,570,Male
20180807181682,475,Male
20180807181692,580,Male
20180807181701,855,Male
20180807181707,615,Male
20180807181710,720,Male
20180807181715,470,Male
20180807181718,540,Male
20180807181728,480,Male
20180807181735,420,Male
20180807181741,630,Male
20180807181747,520,Male
20180807181751,570,Male
20180807181760,240,Male
20180807181761,630,Male
20180807181765,395,Male
20180807181767,705,Male
20180807181773,498,Male
20180807181775,420,Male
20180807181784,525,Male
20180807181785,770,Male
20180807181795,585,Male
20180807181797,960,Male
20180807181802,540,Male
20180807181809,465,Male
20180807181811,390,Male
20180807181830,450,Male
20180807181833,480,Male
20180807181838,690,Male
20180807181842,415,Male
20180807181855,540,Male
20180807181864,720,Male
20180807181912,450,Male
20180807181915,580,Male
20180807181943,480,Male
20180807181953,615,Male
20180807181959,570,Male
20180807181961,500,Male
20180807181969,450,Male
20180807181971,487,Male
20180807181972,540,Male
20180807181976,690,Male
20180807181990,555,Male
20180807182002,540,Male
20180807182005,520,Male
20180807182025,570,Male
20180807182030,796,Male
20180807182045,480,Male
20180807182046,550,Male
20180807182063,660,Male
20180807182068,525,Male
20180807182076,675,Male
20180807182078,554,Male
20180807182093,375,Male
20180807182099,490,Male
20180807182124,760,Male
20180807182156,266,Male
20180807182161,900,Male
20180807182163,690,Male
20180807182179,545,Male
20180807182190,420,Male
20180807182193,400,Male
20180807182198,490,Male
20180807182209,540,Male
20180807182226,485,Male
20180807182242,750,Male
20180807182254,473,Male
20180807182262,510,Male
20180807182266,490,Male
20180807182269,540,Male
20180807182280,540,Male
20180807182291,420,Male
20180807182303,645,Male
20180807182307,600,Male
20180807182311,480,Male
20180807182318,510,Male
20180807182325,660,Male
20180807182337,425,Male
20180807182338,510,Male
20180807182344,346,Male
20180807182349,434,Male
20180807182352,365,Male
20180807182359,420,Male
20180807182360,478,Male
20180807182362,522,Male
20180807182364,555,Male
20180807182368,310,Male
20180807182369,460,Male
20180807182371,540,Male
20180807182397,360,Male
20180807182414,525,Male
20180807182419,500,Male
20180807182443,420,Male
20180807182445,315,Male
20180807182463,480,Male
20180807182468,540,Male
20180807182471,300,Male
20180807182483,490,Male
20180807182485,685,Male
20180807182501,480,Male
20180808180041,480,Male
20180808180606,600,Male
20180808180730,570,Male
20180808180802,480,Male
20180808180834,473,Male
20180808180857,466,Male
20180808180884,570,Male
20180808180944,391,Male
20180808180958,525,Male
20180808180972,300,Male
20180808181089,480,Male
20180808181133,465,Male
20180808181186,576,Male
20180808181208,510,Male
20180808181293,780,Male
20180808181299,430,Male
20180808181327,480,Male
20180808181374,675,Male
20180808181551,480,Male
20180808181559,390,Male
20180808181561,580,Male
20180808181606,585,Male
20180808181647,424,Male
20180808181690,540,Male
20180808181815,660,Male
20180808182021,450,Male
20180808182025,360,Male
20180808182058,720,Male
20180808182206,570,Male
20180808182266,325,Male
20180808182327,690,Male
20180808182336,495,Male
20180808182514,540,Male
20180906181658,420,Male
20180906181800,510,Male
20180906181941,796,Male
20180907180027,540,Male
20180907180077,540,Male
20180907180093,480,Male
20180907180543,420,Male
20180907180618,470,Male
20180907180793,478,Male
20180907180796,615,Male
20180907180811,480,Male
20180907180814,405,Male
20180907180900,435,Male
20180907180913,590,Male
20180907180920,660,Male
20180907180951,630,Male
20180907180956,420,Male
20180907180957,625,Male
20180907181205,470,Male
20180907181266,725,Male
20180907181342,600,Male
20180907181352,570,Male
20180907181460,255,Male
20180907181578,405,Male
20180907181579,500,Male
20180907181585,540,Male
20180907181621,410,Male
20180907181644,510,Male
20180907181662,505,Male
20180907181706,600,Male
20180907181800,819,Male
20180907181839,660,Male
20180907181867,732,Male
20180907181922,521,Male
20180907181930,590,Male
20180907181988,525,Male
20180907181995,725,Male
20180907182073,570,Male
20180907182162,570,Male
20180907182164,848,Male
20180907182191,540,Male
20180907182245,645,Male
20180907182293,455,Male
20180907182374,629,Male
20180907182404,300,Male
20180907182410,575,Male
20180907182429,510,Male
20180907182434,775,Male
20180907182510,600,Male
20180908180006,455,Male
20180908180051,480,Male
20180908180062,515,Male
20180908180063,660,Male
20180908180076,435,Male
20180908180087,560,Male
20180908180108,480,Male
20180908180141,600,Male
20180908180147,630,Male
20180908180502,465,Male
20180908180518,570,Male
20180908180523,780,Male
20180908180528,435,Male
20180908180530,375,Male
20180908180531,470,Male
20180908180546,330,Male
20180908180559,420,Male
20180908180560,480,Male
20180908180589,360,Male
20180908180596,450,Male
20180908180603,420,Male
20180908180619,390,Male
20180908180632,420,Male
20180908180633,480,Male
20180908180646,480,Male
20180908180647,460,Male
20180908180655,450,Male
20180908180663,600,Male
20180908180664,570,Male
20180908180671,405,Male
20180908180673,600,Male
20180908180675,540,Male
20180908180683,685,Male
20180908180702,480,Male
20180908180708,450,Male
20180908180725,405,Male
20180908180734,330,Male
20180908180737,510,Male
20180908180742,600,Male
20180908180745,630,Male
20180908180746,530,Male
20180908180750,765,Male
20180908180761,420,Male
20180908180767,480,Male
20180908180769,540,Male
20180908180771,450,Male
20180908180813,615,Male
20180908180816,530,Male
20180908180829,575,Male
20180908180839,580,Male
20180908180840,486,Male
20180908180841,600,Male
20180908180850,360,Male
20180908180860,480,Male
20180908180866,300,Male
20180908180873,420,Male
20180908180890,510,Male
20180908180892,630,Male
20180908180900,360,Male
20180908180902,480,Male
20180908180904,585,Male
20180908180909,420,Male
20180908180911,585,Male
20180908180914,520,Male
20180908180926,540,Male
20180908180936,390,Male
20180908180937,100,Male
20180908180954,360,Male
20180908180959,840,Male
20180908180978,450,Male
20180908180980,475,Male
20180908180986,510,Male
20180908180991,545,Male
20180908180996,583,Male
20180908181011,479,Male
20180908181022,540,Male
20180908181028,470,Male
20180908181031,570,Male
20180908181039,510,Male
20180908181040,600,Male
20180908181043,510,Male
20180908181045,585,Male
20180908181047,450,Male
20180908181050,570,Male
20180908181056,480,Male
20180908181061,360,Male
20180908181065,525,Male
20180908181069,384,Male
20180908181075,495,Male
20180908181078,600,Male
20180908181082,680,Male
20180908181092,555,Male
20180908181108,480,Male
20180908181113,403,Male
20180908181116,480,Male
20180908181138,435,Male
20180908181140,733,Male
20180908181143,510,Male
20180908181145,470,Male
20180908181150,580,Male
20180908181159,475,Male
20180908181162,490,Male
20180908181163,690,Male
20180908181169,420,Male
20180908181176,570,Male
20180908181185,480,Male
20180908181202,540,Male
20180908181203,360,Male
20180908181205,535,Male
20180908181235,510,Male
20180908181248,324,Male
20180908181261,542,Male
20180908181265,345,Male
20180908181273,395,Male
20180908181279,390,Male
20180908181280,240,Male
20180908181297,390,Male
20180908181303,0,Male
20180908181311,590,Male
20180908181319,438,Male
20180908181321,360,Male
20180908181344,480,Male
20180908181353,665,Male
20180908181354,510,Male
20180908181359,420,Male
20180908181373,583,Male
20180908181381,600,Male
20180908181407,490,Male
20180908181410,750,Male
20180908181412,524,Male
20180908181428,715,Male
20180908181432,570,Male
20180908181433,435,Male
20180908181438,414,Male
20180908181444,360,Male
20180908181456,450,Male
20180908181461,525,Male
20180908181472,299,Male
20180908181487,690,Male
20180908181488,450,Male
20180908181495,570,Male
20180908181501,460,Male
20180908181507,525,Male
20180908181508,440,Male
20180908181522,435,Male
20180908181526,750,Male
20180908181549,480,Male
20180908181574,420,Male
20180908181591,521,Male
20180908181595,665,Male
20180908181597,375,Male
20180908181613,600,Male
20180908181617,540,Male
20180908181625,590,Male
20180908181632,630,Male
20180908181642,390,Male
20180908181646,620,Male
20180908181664,600,Male
20180908181665,480,Male
20180908181666,629,Male
20180908181670,480,Male
20180908181671,685,Male
20180908181673,385,Male
20180908181697,495,Male
20180908181711,653,Male
20180908181715,585,Male
20180908181719,510,Male
20180908181745,440,Male
20180908181758,570,Male
20180908181768,300,Male
20180908181769,420,Male
20180908181771,480,Male
20180908181787,540,Male
20180908181794,690,Male
20180908181807,360,Male
20180908181809,330,Male
20180908181822,570,Male
20180908181824,410,Male
20180908181830,430,Male
20180908181841,540,Male
20180908181846,420,Male
20180908181865,580,Male
20180908181871,300,Male
20180908181885,370,Male
20180908181897,540,Male
20180908181901,360,Male
20180908181913,480,Male
20180908181918,240,Male
20180908181919,495,Male
20180908181936,675,Male
20180908181949,360,Male
20180908181952,810,Male
20180908181963,424,Male
20180908181968,600,Male
20180908181971,440,Male
20180908181972,540,Male
20180908181986,480,Male
20180908181993,520,Male
20180908181995,330,Male
20180908182002,540,Male
20180908182012,810,Male
20180908182017,390,Male
20180908182018,590,Male
20180908182031,270,Male
20180908182035,570,Male
20180908182042,480,Male
20180908182047,555,Male
20180908182052,715,Male
20180908182053,495,Male
20180908182062,880,Male
20180908182074,520,Male
20180908182080,780,Male
20180908182095,510,Male
20180908182096,330,Male
20180908182097,520,Male
20180908182107,240,Male
20180908182109,420,Male
20180908182138,0,Male
20180908182144,686,Male
20180908182146,450,Male
20180908182191,520,Male
20180908182226,450,Male
20180908182227,390,Male
20180908182228,450,Male
20180908182231,375,Male
20180908182240,606,Male
20180908182242,475,Male
20180908182244,720,Male
20180908182273,750,Male
20180908182283,600,Male
20180908182288,375,Male
20180908182306,420,Male
20180908182309,555,Male
20180908182311,375,Male
20180908182313,300,Male
20180908182341,408,Male
20180908182345,625,Male
20180908182352,720,Male
20180908182358,570,Male
20180908182380,1170,Male
20180908182394,530,Male
20180908182417,605,Male
20180908182418,450,Male
20180908182432,180,Male
20180908182433,525,Male
20180908182437,510,Male
20180908182444,450,Male
20180908182450,450,Male
20180908182457,510,Male
20180908182461,540,Male
20180908182465,448,Male
20180908182470,115,Male
20180908182476,480,Male
20180908182486,420,Male
20180908182499,450,Male
20180908182502,595,Male
20180908182513,320,Male
20180908182517,560,Male
20180908182527,540,Male
20180908182531,845,Male
20180909180053,660,Male
20180909180076,340,Male
20180909180536,480,Male
20180909180550,632,Male
20180909180570,630,Male
20180909180610,450,Male
20180909180732,710,Male
20180909180747,360,Male
20180909180786,440,Male
20180909180869,780,Male
20180909180871,478,Male
20180909180967,625,Male
20180909181012,720,Male
20180909181127,622,Male
20180909181211,480,Male
20180909181223,300,Male
20180909181263,420,Male
20180909181267,465,Male
20180909181270,450,Male
20180909181272,520,Male
20180909181320,570,Male
20180909181403,450,Male
20180909181440,360,Male
20180909181469,720,Male
20180909181516,448,Male
20180909181552,720,Male
20180909181644,495,Male
20180909181660,460,Male
20180909181696,564,Male
20180909181699,390,Male
20180909181737,659,Male
20180909181836,464,Male
20180909181849,570,Male
20180909181863,430,Male
20180909181884,720,Male
20180909181949,608,Male
20180909181999,503,Male
20180909182063,750,Male
20180909182119,390,Male
20180909182144,360,Male
20180909182157,525,Male
20180909182188,385,Male
20180909182193,467,Male
20180909182242,455,Male
20180909182256,540,Male
20180909182279,480,Male
20180909182327,600,Male
20180909182375,330,Male
20180909182440,480,Male
20180909182476,660,Male
20181007181245,605,Male
20181007181871,327,Male
20181008180016,550,Male
20181008180127,330,Male
20181008180139,500,Male
20181008180520,468,Male
20181008180535,590,Male
20181008180563,450,Male
20181008180567,670,Male
20181008180599,660,Male
20181008180631,480,Male
20181008180672,690,Male
20181008180693,478,Male
20181008180764,480,Male
20181008180903,475,Male
20181008180971,620,Male
20181008180974,620,Male
20181008180983,930,Male
20181008181119,745,Male
20181008181187,630,Male
20181008181221,570,Male
20181008181228,595,Male
20181008181246,720,Male
20181008181253,570,Male
20181008181314,510,Male
20181008181346,450,Male
20181008181402,297,Male
20181008181418,633,Male
20181008181441,510,Male
20181008181482,690,Male
20181008181611,540,Male
20181008181618,525,Male
20181008181620,515,Male
20181008181629,779,Male
20181008181633,505,Male
20181008181816,540,Male
20181008181826,360,Male
20181008181920,570,Male
20181008181929,450,Male
20181008181987,370,Male
20181008182008,540,Male
20181008182016,600,Male
20181008182067,330,Male
20181008182117,530,Male
20181008182129,600,Male
20181008182152,835,Male
20181008182208,450,Male
20181008182218,540,Male
20181008182286,540,Male
20181008182411,540,Male
20181008182426,480,Male
20181008182441,600,Male
20181008182451,530,Male
20181008182469,540,Male
20181008182493,475,Male
20181008182518,240,Male
20181008182522,420,Male
20181009180002,522,Male
20181009180004,510,Male
20181009180014,560,Male
20181009180056,420,Male
20181009180069,645,Male
20181009180079,372,Male
20181009180087,640,Male
20181009180108,345,Male
20181009180111,510,Male
20181009180120,570,Male
20181009180166,550,Male
20181009180173,680,Male
20181009180504,457,Male
20181009180508,688,Male
20181009180511,480,Male
20181009180518,489,Male
20181009180527,540,Male
20181009180548,605,Male
20181009180549,450,Male
20181009180560,480,Male
20181009180586,715,Male
20181009180590,615,Male
20181009180599,476,Male
20181009180643,510,Male
20181009180650,720,Male
20181009180675,465,Male
20181009180696,780,Male
20181009180708,330,Male
20181009180729,555,Male
20181009180735,695,Male
20181009180741,400,Male
20181009180757,735,Male
20181009180758,510,Male
20181009180778,225,Male
20181009180781,550,Male
20181009180790,585,Male
20181009180800,484,Male
20181009180828,540,Male
20181009180829,630,Male
20181009180830,565,Male
20181009180832,1060,Male
20181009180838,665,Male
20181009180879,498,Male
20181009180895,500,Male
20181009180896,540,Male
20181009180915,535,Male
20181009180927,480,Male
20181009180929,515,Male
20181009180931,420,Male
20181009180938,855,Male
20181009180942,600,Male
20181009180951,660,Male
20181009180956,540,Male
20181009180983,600,Male
20181009180987,450,Male
20181009180989,450,Male
20181009180990,385,Male
20181009180996,360,Male
20181009181010,455,Male
20181009181011,335,Male
20181009181019,515,Male
20181009181026,475,Male
20181009181030,600,Male
20181009181039,495,Male
20181009181049,435,Male
20181009181054,685,Male
20181009181073,766,Male
20181009181075,525,Male
20181009181079,570,Male
20181009181093,390,Male
20181009181106,485,Male
20181009181147,595,Male
20181009181148,470,Male
20181009181163,630,Male
20181009181169,510,Male
20181009181172,395,Male
20181009181189,630,Male
20181009181215,438,Male
20181009181224,1050,Male
20181009181231,450,Male
20181009181240,495,Male
20181009181260,540,Male
20181009181266,645,Male
20181009181288,760,Male
20181009181297,360,Male
20181009181309,465,Male
20181009181311,665,Male
20181009181321,568,Male
20181009181332,420,Male
20181009181333,540,Male
20181009181362,450,Male
20181009181365,350,Male
20181009181373,520,Male
20181009181384,485,Male
20181009181385,480,Male
20181009181389,545,Male
20181009181390,540,Male
20181009181396,440,Male
20181009181399,570,Male
20181009181422,455,Male
20181009181423,390,Male
20181009181433,705,Male
20181009181457,660,Male
20181009181485,573,Male
20181009181490,915,Male
20181009181494,560,Male
20181009181525,480,Male
20181009181540,600,Male
20181009181557,480,Male
20181009181558,510,Male
20181009181559,700,Male
20181009181567,420,Male
20181009181569,810,Male
20181009181587,555,Male
20181009181617,536,Male
20181009181626,510,Male
20181009181630,540,Male
20181009181638,585,Male
20181009181641,420,Male
20181009181647,450,Male
20181009181664,470,Male
20181009181683,570,Male
20181009181688,510,Male
20181009181710,880,Male
20181009181711,420,Male
20181009181712,510,Male
20181009181718,540,Male
20181009181745,610,Male
20181009181751,465,Male
20181009181753,450,Male
20181009181766,710,Male
20181009181767,540,Male
20181009181770,600,Male
20181009181786,451,Male
20181009181789,750,Male
20181009181794,375,Male
20181009181805,600,Male
20181009181808,300,Male
20181009181816,480,Male
20181009181820,360,Male
20181009181830,720,Male
20181009181860,625,Male
20181009181865,510,Male
20181009181871,705,Male
20181009181881,720,Male
20181009181892,495,Male
20181009181911,625,Male
20181009181923,510,Male
20181009181926,409,Male
20181009181937,355,Male
20181009181940,420,Male
20181009181943,660,Male
20181009181963,420,Male
20181009181978,405,Male
20181009181979,330,Male
20181009181990,525,Male
20181009181992,540,Male
20181009181994,420,Male
20181009181995,400,Male
20181009182007,700,Male
20181009182014,650,Male
20181009182022,480,Male
20181009182031,490,Male
20181009182032,315,Male
20181009182034,390,Male
20181009182036,465,Male
20181009182039,590,Male
20181009182040,446,Male
20181009182065,435,Male
20181009182066,540,Male
20181009182070,391,Male
20181009182071,470,Male
20181009182072,545,Male
20181009182087,430,Male
20181009182101,523,Male
20181009182103,455,Male
20181009182123,385,Male
20181009182127,530,Male
20181009182164,529,Male
20181009182166,860,Male
20181009182176,240,Male
20181009182180,310,Male
20181009182186,585,Male
20181009182189,430,Male
20181009182206,570,Male
20181009182207,630,Male
20181009182216,346,Male
20181009182217,495,Male
20181009182223,120,Male
20181009182228,445,Male
20181009182237,545,Male
20181009182240,420,Male
20181009182253,630,Male
20181009182259,540,Male
20181009182262,630,Male
20181009182272,440,Male
20181009182296,760,Male
20181009182298,520,Male
20181009182303,540,Male
20181009182306,570,Male
20181009182308,660,Male
20181009182311,120,Male
