council_district,total_appr,finished_area,year
4,198500.0,1837.0,2009
35,180000.0,2010.0,2009
11,166400.0,2004.0,2009
28,154200.0,2480.47998,2009
15,164900.0,2134.0,2009
26,102600.0,1125.0,2009
24,306000.0,1960.0,2009
12,107400.0,1159.0,2009
29,79300.0,1177.0,2009
30,101600.0,1500.0,2009
25,193400.0,1343.0,2009
20,94000.0,1441.0,2009
15,129500.0,1200.0,2009
33,120700.0,1437.0,2009
8,120400.0,1442.0,2009
7,121700.0,1156.0,2009
8,99300.0,1044.0,2009
14,119800.0,1224.0,2009
35,194000.0,1765.0,2009
4,313600.0,2970.0,2009
23,3092400.0,7893.5,2009
22,182500.0,1525.0,2009
21,78400.0,1870.0,2009
30,140500.0,1628.0,2009
12,160400.0,1898.89001,2009
10,126300.0,1310.0,2009
26,88900.0,1363.0,2009
34,489100.0,3170.0,2009
3,115400.0,1902.0,2009
9,87000.0,936.0,2009
26,141500.0,1100.0,2009
16,123600.0,1000.0,2009
24,177500.0,1138.0,2009
8,161800.0,2420.25,2009
6,75900.0,888.0,2009
31,180400.0,2037.0,2009
10,106400.0,2376.0,2009
25,600500.0,3385.0,2009
12,299200.0,3073.0,2009
22,270500.0,2829.0,2009
21,63300.0,960.0,2009
21,99000.0,1113.0,2009
34,168600.0,1664.0,2009
31,123200.0,1352.0,2009
4,314600.0,3290.5900899999997,2009
34,359400.0,2282.0,2009
17,92100.0,1320.0,2009
34,479900.0,2591.0,2009
33,118600.0,1566.0,2009
30,112400.0,1510.0,2009
3,109900.0,1459.0,2009
25,426000.0,3123.0,2009
35,300800.0,2970.0,2009
3,144100.0,2196.0,2009
25,317500.0,2401.0,2009
2,102800.0,1525.0,2009
11,104800.0,1100.0,2009
10,178300.0,2460.78003,2009
19,165500.0,777.0,2009
26,120400.0,1282.0,2009
33,101000.0,1196.0,2009
33,72200.0,1116.0,2009
10,113000.0,1075.0,2009
12,118000.0,1188.0,2009
25,733200.0,4583.0,2009
4,177400.0,2370.0,2009
3,75300.0,1134.0,2009
28,167000.0,1618.0,2009
35,293300.0,1808.0,2009
35,290400.0,3295.0,2009
34,609700.0,2913.0,2013
25,525200.0,4613.93994,2013
23,236400.0,1850.0,2013
30,100100.0,1125.0,2013
19,259700.0,1555.0,2013
17,75000.0,1544.0,2013
6,164400.0,1216.0,2013
25,419900.0,2952.0,2013
1,82800.0,2050.0,2013
22,183800.0,1752.0,2013
15,96800.0,1276.12,2013
1,332900.0,2770.0,2013
6,168700.0,1025.0,2013
26,65800.0,1024.0,2013
19,238300.0,864.0,2013
31,144900.0,1509.0,2013
27,199900.0,2287.52002,2013
3,243000.0,2630.0,2013
7,203200.0,2207.0,2013
31,187600.0,2270.0,2013
6,176100.0,1494.07996,2013
24,278000.0,1221.0,2013
34,376900.0,3292.12012,2013
12,129000.0,1136.0,2013
16,103900.0,1170.0,2013
26,169400.0,1160.0,2013
1,226400.0,3150.3999,2013
29,80800.0,1656.0,2013
25,184700.0,1044.0,2013
3,213400.0,2650.87988,2013
14,146500.0,2116.5,2013
12,201900.0,2249.5,2013
14,178500.0,1800.0,2013
11,123700.0,1200.0,2013
7,127500.0,1225.0,2013
28,119900.0,1351.0,2013
16,135800.0,1966.25,2013
22,166600.0,1694.0,2013
31,160600.0,1848.0,2013
22,77100.0,900.0,2013
7,86400.0,1428.0,2013
23,435000.0,5266.0,2013
7,73400.0,776.0,2013
7,117500.0,1648.5,2013
26,218500.0,1587.0,2013
12,176600.0,2100.0,2013
28,112900.0,1244.0,2013
18,424800.0,2768.0,2013
18,388500.0,1880.0,2013
20,187500.0,2611.4399399999998,2013
20,176800.0,1556.0,2013
12,148100.0,1852.0,2013
32,138400.0,1709.0,2013
7,51000.0,1050.0,2013
14,105900.0,1203.0,2013
20,110200.0,1190.0,2013
1,83800.0,2050.0,2013
13,120900.0,1546.0,2013
12,123800.0,1192.0,2013
22,169000.0,2067.6001,2013
23,372900.0,3491.3100600000002,2013
1,80700.0,1231.0,2013
20,137600.0,1422.0,2013
18,340500.0,2000.5,2013
28,93000.0,1075.0,2013
31,181600.0,3150.0,2013
20,155400.0,2316.0,2013
17,307000.0,1740.0,2013
17,240900.0,1275.0,2013
12,113700.0,1222.0,2013
31,192600.0,1744.0,2013
31,150600.0,1368.0,2013
24,200900.0,1370.0,2013
11,148800.0,1464.0,2013
13,140600.0,1470.0,2013
17,135400.0,996.0,2013
17,80800.0,1036.0,2013
2,86200.0,1340.0,2013
29,71800.0,1520.0,2013
24,445400.0,2296.0,2013
26,115300.0,1650.0,2013
16,113300.0,1096.0,2013
24,315200.0,2116.0,2013
24,307100.0,1536.0,2013
19,227100.0,964.0,2013
1,57600.0,975.0,2013
12,75600.0,1020.0,2013
15,103700.0,1068.0,2013
28,105500.0,1705.0,2013
26,17200.0,1096.0,2013
8,103300.0,1091.0,2013
29,169100.0,2717.0,2013
30,47700.0,844.0,2013
10,161300.0,2346.08008,2013
19,314600.0,2058.0,2013
2,91500.0,1148.0,2013
19,434700.0,1387.0,2013
31,206200.0,1779.0,2013
28,145200.0,2084.0,2013
31,86100.0,1040.0,2013
7,221300.0,2841.0,2013
23,678200.0,3854.0,2013
14,113500.0,1450.0,2013
17,116400.0,925.0,2013
25,384300.0,2434.0,2013
1,79900.0,798.0,2013
28,145200.0,2144.0,2013
14,160300.0,2368.76001,2013
29,102300.0,1260.0,2013
20,131400.0,1650.0,2013
9,139400.0,1598.13,2013
15,119300.0,1243.0,2013
3,424300.0,3160.0,2013
22,164600.0,1694.0,2013
32,87500.0,1452.0,2013
12,120500.0,1341.0,2013
17,209100.0,866.0,2013
29,129300.0,1950.0,2013
6,93200.0,810.0,2013
34,137000.0,992.0,2013
31,212900.0,2112.0,2013
17,68500.0,911.0,2013
14,168900.0,1767.0,2013
16,68400.0,912.0,2013
5,81200.0,1241.0,2013
13,180600.0,2582.0,2013
17,101300.0,992.0,2013
14,117200.0,1356.0,2013
25,307200.0,1449.0,2013
19,120600.0,504.0,2013
19,299600.0,1257.0,2013
10,136600.0,1250.0,2013
12,183000.0,2642.0,2013
22,137700.0,1327.0,2013
4,290500.0,1898.0,2013
33,155000.0,2485.0,2013
26,199700.0,2815.0,2013
17,73100.0,1228.0,2013
22,150400.0,1920.0,2013
16,47900.0,720.0,2013
3,76800.0,1050.0,2013
3,98400.0,1475.0,2013
1,67600.0,1950.0,2013
23,233100.0,2325.12012,2013
25,183900.0,1280.0,2013
3,141600.0,1450.0,2013
3,131000.0,1443.0,2013
26,297300.0,2522.0,2013
13,126700.0,1536.0,2013
15,111400.0,1349.0,2013
12,192700.0,2827.1001,2013
5,134600.0,1286.0,2013
29,126000.0,1595.0,2013
25,360000.0,2086.0,2013
16,97900.0,1150.0,2013
24,156800.0,912.0,2013
26,95800.0,1025.0,2013
9,112500.0,1199.0,2013
31,130600.0,1174.0,2013
26,205900.0,1575.0,2013
5,48300.0,1040.0,2013
11,161200.0,1635.0,2013
5,74000.0,896.0,2013
6,361800.0,1699.0,2013
27,108300.0,1172.0,2013
29,66500.0,1240.0,2013
13,105400.0,1584.0,2013
17,225100.0,1274.0,2013
31,523800.0,4341.0,2013
21,56900.0,774.0,2013
2,61500.0,1141.0,2013
8,89900.0,1452.0,2013
19,236400.0,837.0,2013
11,311500.0,3367.3400899999997,2013
11,59000.0,728.0,2013
15,123200.0,1179.0,2013
28,111600.0,1324.0,2013
10,170300.0,1922.0,2013
13,198600.0,2271.0,2013
6,272000.0,2018.0,2013
33,216100.0,3258.0,2013
24,504900.0,3131.25,2013
30,96800.0,975.0,2013
14,138100.0,1815.25,2013
29,146300.0,1856.0,2013
6,118200.0,950.0,2013
21,64000.0,960.0,2013
10,166900.0,2073.0,2013
31,158400.0,1606.0,2013
31,176100.0,1524.0,2013
24,960200.0,4177.0,2013
15,143200.0,1559.0,2013
9,98800.0,1182.0,2013
6,238500.0,1544.0,2013
27,159400.0,1410.0,2013
22,380300.0,2571.0,2013
13,125500.0,1188.0,2013
4,309100.0,2574.0,2013
5,95500.0,910.0,2013
6,340800.0,2900.5,2013
6,155900.0,2328.0,2013
16,72800.0,1204.0,2013
17,190100.0,1334.0,2013
31,326200.0,2784.0,2013
14,141000.0,1216.0,2013
4,313900.0,3106.0,2013
16,105000.0,1075.0,2013
17,38500.0,512.0,2013
35,190400.0,1908.0,2013
24,262100.0,1228.0,2013
26,89400.0,936.0,2013
24,748500.0,3801.0,2013
6,223500.0,1528.0,2013
14,175600.0,1899.0,2013
13,91300.0,1198.0,2013
23,88700.0,1053.0,2013
29,103500.0,1450.0,2013
28,117800.0,2038.0,2013
19,293600.0,808.0,2013
1,73900.0,1025.0,2013
24,412700.0,3219.0,2013
11,156700.0,2100.0,2013
11,122200.0,1055.0,2013
13,150300.0,1538.0,2013
2,102800.0,1410.0,2013
15,114800.0,1444.0,2013
11,81000.0,884.0,2013
22,148300.0,1804.0,2013
10,134700.0,1404.0,2013
15,487500.0,5005.47998,2013
35,224200.0,2443.5,2013
31,443200.0,3610.0,2013
4,192100.0,2010.0,2013
2,148500.0,1731.0,2013
7,94400.0,1219.0,2013
11,143100.0,2030.0,2013
1,94700.0,1400.0,2013
20,132700.0,1325.0,2013
28,95100.0,1870.0,2013
1,239200.0,2323.0,2013
5,139000.0,1196.0,2013
15,194500.0,1740.0,2013
4,124100.0,992.0,2013
22,144300.0,1798.0,2013
20,134600.0,1386.0,2013
11,121100.0,1532.0,2013
19,195800.0,1260.0,2013
18,679200.0,3026.6599100000003,2013
9,113700.0,1383.0,2013
30,118600.0,1617.0,2013
31,185500.0,1808.0,2013
5,133500.0,996.0,2013
29,114600.0,1724.0,2013
4,446300.0,3374.38989,2013
25,339200.0,2160.0,2013
11,139800.0,1601.0,2013
22,143300.0,1125.0,2013
20,108600.0,816.0,2013
2,54500.0,1152.0,2013
1,106700.0,2678.0,2013
16,150600.0,2648.0,2013
18,396300.0,1888.7399899999998,2013
31,148200.0,1280.0,2013
20,98000.0,1260.0,2013
27,158300.0,1617.0,2013
17,131200.0,850.0,2013
17,93300.0,625.0,2013
20,83400.0,912.0,2013
2,100500.0,1071.0,2013
8,164600.0,2143.0,2013
14,105900.0,1176.0,2013
7,178100.0,1346.0,2013
9,122800.0,2500.0,2013
12,136600.0,1335.0,2013
13,116000.0,1666.0,2013
6,453200.0,3494.0,2013
15,109700.0,1260.0,2013
31,220800.0,2826.0,2013
8,178300.0,2486.0,2013
35,268300.0,2348.0,2013
7,71300.0,840.0,2013
34,146400.0,1298.0,2013
17,77800.0,792.0,2013
21,195500.0,704.0,2013
12,123100.0,1053.0,2013
11,138800.0,2568.0,2013
18,224100.0,1320.0,2013
31,138200.0,1296.0,2013
11,141700.0,1640.0,2013
24,350100.0,1291.0,2013
25,335600.0,1874.0,2013
8,162000.0,1836.0,2013
7,209100.0,2128.80005,2013
8,114000.0,1424.0,2013
30,33500.0,972.0,2013
6,239400.0,1785.0,2013
6,178400.0,1104.0,2013
25,215600.0,1468.0,2013
9,106300.0,1550.0,2013
11,135200.0,1830.0,2013
1,92400.0,1534.0,2013
31,233000.0,3221.0,2013
12,131800.0,1950.0,2013
7,126100.0,1023.0,2013
9,84500.0,1100.0,2013
30,113400.0,1521.0,2013
9,106900.0,1212.0,2013
15,114400.0,1262.0,2013
20,118000.0,1160.0,2013
26,116400.0,1244.0,2013
5,29800.0,816.0,2013
21,271600.0,1232.0,2013
6,134200.0,952.0,2013
29,144400.0,2095.19995,2013
25,441800.0,3456.0,2013
19,190600.0,880.0,2013
11,155100.0,1842.0,2013
5,63700.0,836.0,2013
2,138500.0,1588.0,2013
2,103680.0,864.0,2013
35,265100.0,2892.0,2013
15,94600.0,1275.0,2013
32,137200.0,1208.0,2013
19,167200.0,1024.0,2013
9,94400.0,969.0,2013
28,102300.0,1180.0,2013
32,152700.0,2240.0,2013
2,102700.0,1992.0,2013
32,108700.0,1226.0,2013
15,277300.0,2476.0,2013
16,57000.0,864.0,2013
25,487000.0,2666.0,2013
22,161000.0,1525.0,2013
34,230600.0,2220.87988,2013
35,261700.0,2294.0,2013
17,227000.0,1274.0,2013
13,175800.0,2330.0,2013
27,86300.0,1109.0,2013
20,105400.0,1049.0,2013
29,135900.0,1757.0,2013
28,81500.0,1238.0,2013
21,52300.0,888.0,2013
6,353800.0,2756.3149399999998,2013
4,286000.0,2407.0,2013
6,50200.0,936.0,2013
11,213900.0,2388.0,2013
29,140300.0,2207.0,2013
35,252900.0,2106.0,2013
1,209300.0,1534.0,2013
30,95900.0,1472.25,2013
26,237300.0,1743.0,2013
7,386700.0,3053.0,2013
25,332300.0,1444.0,2013
7,92400.0,1284.0,2013
34,656300.0,4093.0,2013
15,107900.0,1232.0,2013
29,120900.0,1664.0,2013
15,81500.0,1032.0,2013
6,151200.0,1503.0,2013
7,118600.0,1989.0,2013
22,177300.0,1686.0,2013
34,6533800.0,7882.0,2013
20,74500.0,848.0,2013
21,38500.0,959.0,2013
8,132600.0,1425.0,2013
29,139300.0,2180.0,2013
17,285800.0,1524.0,2013
9,135800.0,1485.0,2013
11,131400.0,1772.25,2013
4,270800.0,3412.0,2013
5,96800.0,928.0,2013
31,219400.0,2342.0,2013
3,155900.0,1981.0,2013
26,143600.0,1100.0,2013
31,147200.0,1368.0,2013
8,120500.0,900.0,2013
10,121800.0,1822.0,2013
12,226500.0,2666.0,2013
25,336900.0,1546.0,2013
22,134100.0,1515.0,2013
7,144800.0,1550.0,2013
33,151700.0,1899.0,2013
31,224400.0,3481.0,2013
33,423300.0,3108.0,2013
3,127900.0,1097.0,2013
12,211100.0,2500.0,2013
12,134300.0,2024.77002,2013
15,137000.0,1698.0,2013
28,116400.0,1887.0,2013
33,186000.0,2314.0,2013
35,224200.0,2301.0,2013
13,128100.0,1774.0,2013
22,116500.0,1067.0,2013
25,129500.0,584.0,2013
23,363000.0,3166.25,2013
7,85900.0,1145.0,2013
16,93600.0,1080.0,2013
25,511900.0,3155.0,2013
33,117600.0,1776.0,2013
24,558100.0,3317.0,2013
31,130000.0,1162.0,2013
4,124100.0,992.0,2013
10,102800.0,1313.0,2013
7,232400.0,1970.5,2013
27,375300.0,3520.80005,2013
32,93400.0,1231.0,2013
16,120000.0,1469.2199699999999,2013
15,73500.0,946.0,2013
34,906900.0,4945.5,2013
24,99800.0,460.0,2013
3,105700.0,1780.0,2013
34,371600.0,2283.8999,2013
8,73700.0,1344.0,2013
12,129300.0,1526.0,2013
4,309100.0,2850.0,2013
32,113600.0,1183.0,2013
22,177800.0,1824.0,2013
7,113200.0,1502.0,2013
6,223000.0,1581.0,2013
14,107300.0,1088.0,2013
5,91100.0,2596.0,2013
35,259100.0,2815.0,2013
29,125200.0,1614.0,2013
12,147700.0,1852.0,2013
27,138900.0,1403.0,2013
18,552600.0,3843.0,2013
5,98100.0,1245.0,2013
21,195500.0,704.0,2013
32,85400.0,1780.0,2013
5,80200.0,1079.0,2013
23,229300.0,2325.12012,2013
18,867400.0,4367.0,2013
28,154200.0,1898.0,2013
5,99200.0,2240.0,2013
33,91600.0,1062.0,2013
4,282600.0,3458.82007,2013
7,232900.0,2176.0,2013
24,442600.0,2246.3999,2013
7,153700.0,1635.0,2013
35,348400.0,3236.5,2013
20,128600.0,2050.0,2013
1,359000.0,4266.3501,2013
30,110700.0,1845.0,2013
31,155300.0,1320.0,2013
33,139300.0,1851.0,2013
26,203200.0,1506.0,2013
4,423400.0,3057.0,2013
9,218000.0,2143.6001,2013
26,115800.0,1475.0,2013
25,322300.0,1788.0,2013
1,167000.0,2730.0,2013
13,204800.0,2495.0,2013
22,173600.0,1789.0,2013
15,152800.0,1464.0,2013
14,126400.0,1700.0,2013
33,147700.0,2116.0,2013
8,173400.0,1760.0,2013
6,65900.0,630.0,2013
19,69300.0,826.0,2013
6,278700.0,1209.0,2013
30,105400.0,1176.0,2013
16,180300.0,2413.61987,2013
26,275900.0,3108.0,2013
11,69000.0,854.0,2013
31,161900.0,1606.0,2013
15,74900.0,865.0,2013
1,476900.0,4988.0,2013
15,126100.0,1242.0,2013
17,68300.0,1444.0,2013
29,131600.0,1798.0,2013
31,211100.0,3587.0,2013
17,147500.0,1086.0,2013
3,51600.0,912.0,2013
32,76100.0,1260.0,2013
15,245700.0,2348.0,2013
1,70600.0,1280.0,2013
4,338900.0,3511.0,2013
33,106000.0,1092.0,2013
35,328300.0,3462.1001,2013
8,106000.0,1473.0,2013
13,97100.0,1750.0,2013
1,374800.0,3386.0,2013
11,168900.0,3000.0,2013
29,96400.0,1440.0,2013
29,112500.0,1525.0,2013
20,151700.0,1550.0,2013
6,73900.0,672.0,2013
17,275400.0,1983.52002,2013
33,140100.0,2001.0,2013
20,92800.0,900.0,2013
15,129500.0,1618.0,2013
8,204000.0,2207.8501,2013
2,106300.0,1315.0,2013
1,172300.0,2406.0,2013
28,102900.0,1825.0,2013
3,117000.0,1614.0,2013
35,164600.0,1399.0,2013
15,189100.0,2606.01001,2013
6,195000.0,1224.0,2013
11,84600.0,1039.0,2013
35,206200.0,2088.0,2013
4,308200.0,3310.0,2013
3,259900.0,2599.3501,2013
35,260800.0,3056.0,2013
1,138300.0,1733.0,2013
18,83100.0,552.0,2013
21,60800.0,2126.0,2013
34,411100.0,2589.0,2013
3,226100.0,2337.0,2013
16,114700.0,975.0,2013
16,94600.0,1164.0,2013
4,336600.0,3090.5,2013
4,202100.0,2076.0,2013
4,211200.0,2599.5,2013
12,221200.0,2888.0,2013
14,141900.0,1833.0,2013
1,170400.0,1680.0,2013
2,136400.0,2409.47998,2013
21,310100.0,1144.0,2013
28,160200.0,2368.0,2013
3,183900.0,2095.0,2013
6,156600.0,1560.0,2013
4,264400.0,2955.0,2013
11,126700.0,1415.0,2013
18,206100.0,934.0,2013
31,106300.0,1224.0,2013
21,109700.0,800.0,2013
12,194200.0,2532.77002,2013
16,90500.0,1000.0,2013
4,180900.0,1869.1500199999998,2013
19,240600.0,1856.0,2013
6,172600.0,1316.0,2013
24,165300.0,1138.0,2013
31,217500.0,2384.0,2013
13,77600.0,1054.0,2013
33,414100.0,4708.5,2013
29,108700.0,1821.0,2013
16,80300.0,984.0,2013
18,420200.0,2311.0,2013
24,447500.0,2340.0,2013
9,143900.0,1931.0,2013
2,92700.0,1104.0,2013
34,386000.0,2576.0,2013
12,122900.0,1438.0,2013
26,101400.0,1368.0,2013
25,321700.0,1545.0,2013
26,175300.0,1053.0,2013
33,282000.0,1300.0,2013
26,177000.0,1150.0,2013
12,191100.0,3164.95996,2013
17,254100.0,1004.0,2013
6,285400.0,1651.0,2013
33,113400.0,2304.75,2013
3,157500.0,2080.0,2013
7,88800.0,1200.0,2013
11,109000.0,1452.0,2013
29,115100.0,1918.0,2013
22,132900.0,1493.0,2013
29,124400.0,1672.5,2013
22,209500.0,2344.0,2013
25,326000.0,1426.0,2013
11,205400.0,1969.0,2013
9,144000.0,1698.0,2013
5,136300.0,2232.0,2013
9,101200.0,1484.0,2013
12,94800.0,1381.0,2013
7,158900.0,2500.0,2013
8,103200.0,1100.0,2013
4,123700.0,992.0,2013
19,490300.0,1906.0,2013
13,106200.0,1280.0,2013
8,137800.0,1719.0,2013
1,146100.0,2245.0,2013
16,107900.0,963.0,2013
21,111500.0,750.0,2013
28,143000.0,1808.0,2013
17,279300.0,1310.0,2013
19,871600.0,2075.0,2013
34,379300.0,2471.0,2013
33,109900.0,1401.0,2013
3,112900.0,1790.0,2013
2,75700.0,984.0,2013
31,200400.0,2486.0,2013
31,214700.0,2188.0,2013
12,165800.0,2008.0,2013
35,221900.0,1794.0,2013
21,46600.0,960.0,2013
11,73300.0,887.0,2013
19,196400.0,951.0,2013
33,131500.0,1755.0,2013
24,361300.0,2138.0,2013
8,120800.0,1559.0,2013
27,161200.0,1750.75,2013
3,106700.0,1320.0,2013
19,314600.0,2058.0,2013
22,203400.0,1868.0,2013
14,126000.0,1722.5,2013
20,122200.0,1358.0,2013
23,590000.0,3617.0,2013
31,147900.0,1478.0,2013
22,189500.0,1984.0,2013
20,172200.0,1680.0,2013
23,791000.0,5447.3999,2013
1,72200.0,1150.0,2013
3,152900.0,1984.0,2013
32,93900.0,1248.0,2013
34,757900.0,4651.0,2013
35,151800.0,1500.0,2013
14,110300.0,1088.0,2013
17,196800.0,1152.0,2013
4,254600.0,2953.13989,2013
33,110400.0,1289.0,2013
22,149800.0,1798.0,2013
30,77100.0,1100.0,2013
13,148700.0,1794.0,2013
33,122300.0,1091.0,2013
33,66100.0,1194.0,2013
31,250400.0,3268.0,2013
22,197200.0,2052.0,2013
31,184600.0,1613.0,2013
12,57800.0,1134.0,2013
10,118800.0,1526.0,2013
21,192900.0,1185.0,2013
10,93500.0,1060.0,2013
12,140000.0,1845.0,2013
10,260000.0,3207.0,2013
25,213100.0,1360.0,2013
7,76500.0,800.0,2013
35,234100.0,2667.0,2013
1,96500.0,1508.0,2013
21,43800.0,672.0,2013
23,105600.0,892.0,2013
11,362900.0,4620.0,2013
23,1050600.0,5589.0,2013
21,59900.0,960.0,2013
17,252600.0,972.0,2013
35,270700.0,3159.0,2013
29,124900.0,2217.0,2013
13,142700.0,1490.0,2013
4,275600.0,2479.0,2013
28,60300.0,1098.0,2013
4,232500.0,2083.0,2013
18,683400.0,3675.0,2013
34,1401700.0,8794.08008,2013
26,106500.0,1075.0,2013
33,147200.0,2184.0,2013
29,112700.0,1926.0,2013
22,159900.0,1704.0,2013
29,89100.0,1216.0,2013
3,179600.0,2325.0,2013
19,146800.0,1120.0,2013
6,408900.0,2277.5,2013
21,53500.0,972.0,2013
30,105700.0,1206.0,2013
11,93500.0,1050.0,2013
17,221500.0,1396.0,2013
1,38400.0,1150.0,2013
29,137700.0,1940.0,2013
32,127500.0,1274.0,2013
24,449400.0,2280.0,2013
4,394100.0,3686.0,2013
2,37900.0,600.0,2013
19,120900.0,1248.0,2013
1,80900.0,820.0,2013
19,305600.0,1430.0,2013
28,95800.0,1100.0,2013
18,44600.0,816.0,2013
23,942600.0,5315.0,2013
8,111900.0,1155.0,2013
1,517300.0,3563.0,2013
10,118300.0,1239.0,2013
24,204900.0,1886.0,2013
21,48100.0,867.0,2013
23,675700.0,2313.0,2013
3,139100.0,1458.0,2013
31,128800.0,1162.0,2013
22,182500.0,2031.0,2013
23,566600.0,4144.0,2013
25,353700.0,2398.0,2013
9,128100.0,1430.0,2013
11,161300.0,2460.75,2013
12,331300.0,3001.0,2013
28,127200.0,1659.0,2013
1,362800.0,3445.5,2013
31,256800.0,2070.0,2013
33,131700.0,2124.0,2013
31,197300.0,1614.0,2013
21,41000.0,866.0,2013
20,260300.0,2298.36011,2013
2,108500.0,1525.0,2013
1,205000.0,1650.0,2013
34,642100.0,3246.0,2013
11,398100.0,3402.5,2013
7,162400.0,1712.0,2013
4,374300.0,3796.5,2013
31,109700.0,1762.5,2013
11,132100.0,1853.0,2013
35,176700.0,1554.0,2013
22,211100.0,2214.0,2013
13,94600.0,2050.0,2013
25,312800.0,1498.0,2013
21,90800.0,1308.0,2013
28,108500.0,1600.0,2013
34,455700.0,2563.0,2013
17,146300.0,1284.0,2013
6,176500.0,1827.0,2013
24,331900.0,1744.0,2013
24,844100.0,4330.0,2013
33,119500.0,1355.0,2013
34,438300.0,3032.5,2013
29,100200.0,1166.0,2013
31,198100.0,1744.0,2013
29,142800.0,2246.0,2013
4,297400.0,2721.0,2013
30,94200.0,1000.0,2013
15,162300.0,1848.0,2013
15,418100.0,4077.4799799999996,2013
31,203700.0,2095.0,2013
5,112700.0,1381.0,2013
31,155500.0,1595.0,2013
22,171100.0,2134.25,2013
27,85300.0,1088.0,2013
21,44400.0,1098.0,2013
20,96000.0,1000.0,2013
33,119800.0,1492.0,2013
5,70700.0,775.0,2013
17,98900.0,960.0,2013
27,147400.0,1171.0,2013
18,324700.0,2300.0,2013
19,273100.0,1288.0,2013
31,145900.0,1641.0,2013
29,130800.0,2030.0,2013
20,108300.0,1317.0,2013
11,134800.0,1552.1626,2013
16,142100.0,1745.0,2013
23,283000.0,2085.0,2013
6,165000.0,1020.0,2013
22,183200.0,2031.0,2013
2,164500.0,3189.2002,2013
10,92300.0,1066.0,2013
7,261500.0,2950.0,2013
19,387200.0,988.0,2013
35,374700.0,2968.625,2013
3,131000.0,2580.0,2013
7,142900.0,1301.0,2013
7,197600.0,1494.0,2013
23,670200.0,2298.0,2013
14,95200.0,1116.0,2013
6,272700.0,1100.0,2013
15,76800.0,1054.0,2013
12,147200.0,1618.0,2013
33,96500.0,1224.0,2013
26,199500.0,1921.25,2013
7,240000.0,1720.5,2013
13,80600.0,768.0,2013
9,116800.0,1644.0,2013
1,231300.0,2402.0,2013
1,95200.0,1250.0,2013
24,1185700.0,7800.0,2013
6,147800.0,1406.0,2013
15,129900.0,1596.0,2013
29,119200.0,1694.0,2013
2,90100.0,1064.0,2013
2,104700.0,1780.0,2013
31,243100.0,2360.0,2013
33,121100.0,2004.0,2013
1,95100.0,1422.0,2013
6,147000.0,1080.0,2013
34,1061800.0,7468.0,2013
35,390900.0,5629.76025,2013
27,168600.0,1512.0,2013
35,249200.0,3027.0,2013
24,200600.0,1344.0,2013
6,140000.0,1408.0,2013
7,179500.0,2450.0,2013
23,1048900.0,5106.2998,2013
22,172300.0,1664.0,2013
33,156400.0,1772.0,2013
11,81800.0,871.0,2013
35,225300.0,2614.0,2013
20,63700.0,630.0,2013
33,101000.0,1184.0,2013
23,613300.0,3252.0,2013
30,104600.0,1100.0,2013
16,126700.0,1747.5,2013
2,98800.0,1793.0,2013
22,131300.0,1585.0,2013
29,105800.0,1904.0,2013
28,132200.0,1936.0,2013
26,189400.0,1762.25,2013
8,109500.0,1367.0,2013
32,73100.0,1159.0,2013
11,149600.0,1374.0,2013
33,135800.0,1596.0,2013
15,152700.0,1404.0,2013
29,118300.0,1980.0,2013
10,132300.0,2079.0,2013
14,115200.0,1294.0,2013
11,163300.0,1560.0,2013
19,233800.0,1157.0,2013
32,92500.0,1248.0,2013
22,97700.0,1170.0,2013
34,463200.0,2453.91992,2013
12,146100.0,1846.0,2013
30,104000.0,1350.0,2013
13,106100.0,1584.0,2013
3,98400.0,1180.0,2013
4,123700.0,992.0,2013
27,130800.0,1350.0,2013
16,108600.0,1286.0,2013
14,83000.0,912.0,2013
33,81800.0,957.0,2013
10,102000.0,1025.0,2013
18,108500.0,736.0,2013
1,188500.0,1170.0,2013
21,49600.0,875.0,2013
34,1432000.0,6169.0,2013
31,50100.0,720.0,2013
19,194600.0,820.0,2013
33,119700.0,1550.0,2013
20,56400.0,968.0,2013
23,350400.0,3067.5,2013
33,160900.0,2818.0,2013
24,146800.0,918.0,2013
1,276600.0,2953.0,2013
18,572400.0,3337.25,2013
32,150000.0,1936.0,2013
32,87700.0,1416.0,2013
31,195400.0,2284.0,2013
22,126300.0,1000.0,2013
27,86300.0,1109.0,2013
6,434500.0,2396.0,2013
17,430000.0,2468.0,2013
33,65200.0,1154.0,2013
6,142200.0,1044.0,2013
30,97800.0,1437.23999,2013
9,112800.0,1292.0,2013
27,245100.0,2740.0,2013
6,163700.0,1458.0,2013
31,202800.0,2368.0,2013
34,146400.0,1298.0,2013
35,266600.0,2443.0,2013
27,173900.0,1638.0,2013
12,139900.0,1174.0,2013
18,189600.0,1081.0,2013
4,338000.0,2962.0,2013
23,337200.0,2500.0,2013
15,154300.0,1881.0,2013
21,321600.0,2030.69995,2013
25,478500.0,4664.0,2013
15,186800.0,1683.85999,2013
33,143500.0,2320.0,2013
32,92500.0,1248.0,2013
21,209500.0,1454.0,2013
8,111800.0,1194.0,2013
20,128600.0,1828.0,2013
33,130300.0,1568.0,2013
3,157500.0,1634.0,2013
13,47300.0,1102.0,2013
34,243600.0,1992.0,2013
17,306600.0,2483.0,2013
24,254400.0,1089.0,2013
7,133000.0,1075.0,2013
