Permit #,Contact,Permit Type Description,Permit Subtype Description,Date Entered,Date Issued,wait_time
2018078383,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-12-17,2019-01-02,16
2019007508,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2019-02-06,2019-05-17,100
2019020237,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-04-08,2019-04-17,9
2017032659,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-05-17,2017-05-25,8
2019011619,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-02-27,2019-03-04,5
2017026682,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-04-20,2017-04-28,8
2019010241,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-02-20,2019-03-05,13
2017043006,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-06-29,2017-07-06,7
2018068394,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-10-29,2018-12-19,51
2017017513,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-03-14,2017-04-14,31
2019001218,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-01-08,2019-01-18,10
2017060738,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-09-18,2017-11-01,44
2018025264,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2018-05-03,2018-05-09,6
2018042549,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2018-07-20,2018-08-28,39
2019027395,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-05-10,2019-05-22,12
2017032777,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2017-05-17,2017-05-24,7
2017044463,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-07-07,2017-07-21,14
2019003093,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2019-01-16,2019-01-18,2
2017035862,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-06-01,2017-06-14,13
2017058253,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2017-09-07,2017-09-21,14
2018067404,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-10-24,2018-11-09,16
2019002757,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-01-15,2019-01-28,13
2017049647,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-07-31,2017-08-04,4
2018030003,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-05-25,2018-05-30,5
2017044139,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-07-06,2017-07-21,15
2018063341,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2018-10-04,2018-10-29,25
2018010884,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-02-27,2018-03-16,17
2017058247,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2017-09-07,2017-09-21,14
2018025263,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2018-05-03,2018-05-09,6
2017044138,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-07-06,2017-07-21,15
2017082090,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-12-29,2018-01-02,4
2017056344,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-08-28,2017-08-30,2
2018066495,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-10-19,2018-11-13,25
2018076489,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-12-07,2018-12-17,10
2017034573,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-05-24,2017-08-04,72
2017031976,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-05-15,2017-05-22,7
2019000924,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-01-07,2019-01-14,7
2017053703,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2017-08-15,2017-08-31,16
2017037293,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2017-06-07,2017-06-19,12
2017041796,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-06-26,2017-07-20,24
2018058949,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2018-09-17,2018-09-20,3
2018025702,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-05-07,2018-05-22,15
2017016968,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2017-03-13,2017-03-31,18
2018037478,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-06-27,2018-07-10,13
2017026679,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-04-20,2017-04-28,8
2017037498,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2017-06-07,2017-06-19,12
2017067252,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-10-18,2017-10-25,7
2018023199,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-04-25,2018-05-04,9
2017056366,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-08-28,2017-08-30,2
2017028511,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2017-04-28,2017-05-16,18
2018076327,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-12-06,2018-12-17,11
2019010854,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-02-24,2019-03-08,12
2017053810,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-08-16,2017-08-23,7
2019008296,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-02-11,2019-04-29,77
2018076490,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-12-07,2018-12-17,10
2018037517,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-06-27,2018-07-10,13
2019005284,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-01-28,2019-02-13,16
2018017883,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-03-30,2018-05-04,35
2018066759,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-10-22,2018-11-13,22
2017056379,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-08-28,2017-08-30,2
2019009631,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-02-18,2019-03-12,22
2017019815,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-03-23,2017-03-28,5
2019008418,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-02-11,2019-04-29,77
2018059834,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-09-19,2018-10-10,21
2018030010,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-05-25,2018-05-30,5
2017029900,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-05-04,2017-05-22,18
2018007881,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-02-12,2018-02-20,8
2018028277,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-05-17,2018-05-24,7
2018038045,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-06-29,2018-07-02,3
2017019822,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-03-23,2017-03-28,5
2017030140,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2017-05-05,2017-05-31,26
2017074457,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-11-20,2018-02-12,84
2018068853,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-10-30,2018-11-05,6
2018003383,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-01-22,2018-01-31,9
2019028323,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-05-14,2019-05-30,16
2018003502,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-01-22,2018-02-06,15
2019008248,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-02-11,2019-02-22,11
2018043308,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-07-24,2018-08-13,20
2018079092,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-12-19,2019-01-02,14
2019025741,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-05-02,2019-05-16,14
2019020694,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-04-09,2019-04-24,15
2017021705,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-03-31,2017-05-01,31
2019007168,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2019-02-05,2019-04-19,73
2018009398,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-02-20,2018-02-26,6
2017060339,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2017-09-15,2017-09-20,5
2017031698,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-05-12,2017-05-25,13
2017021654,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-03-31,2017-05-01,31
2017037322,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2017-06-07,2017-06-19,12
2017077785,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-12-06,2018-02-06,62
2018019024,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-04-05,2018-04-10,5
2018040021,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-07-10,2018-07-27,17
2017051105,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-08-04,2017-08-07,3
2018021728,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-04-18,2018-04-27,9
2019003340,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-01-17,2019-01-31,14
2019008281,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-02-11,2019-04-29,77
2019014601,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2019-03-13,2019-03-28,15
2019008440,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-02-11,2019-04-29,77
2017060349,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2017-09-15,2017-09-21,6
2017045551,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2017-07-12,2017-08-18,37
2018004658,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-01-26,2018-01-31,5
2019014189,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-03-11,2019-03-14,3
2019029141,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-05-17,2019-05-17,0
2019014714,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2019-03-13,2019-03-28,15
2018025027,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2018-05-03,2018-05-09,6
2019027363,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-05-10,2019-05-22,12
2018018335,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-04-03,2018-04-06,3
2018067413,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-10-24,2018-11-09,16
2017056334,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-08-28,2017-08-30,2
2019024228,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-04-25,2019-05-06,11
2018043303,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-07-24,2018-08-13,20
2017074454,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-11-20,2018-02-14,86
2017072645,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-11-10,2017-11-15,5
2018063345,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2018-10-04,2018-10-29,25
2017054591,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-08-21,2017-09-01,11
2017043012,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-06-29,2017-07-06,7
2018064309,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-10-10,2018-11-07,28
2017029896,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-05-04,2017-05-22,18
2019014599,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2019-03-13,2019-03-28,15
2018076286,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-12-06,2018-12-17,11
2017057980,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2017-09-06,2017-09-11,5
2018006941,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-02-06,2018-02-12,6
2019022428,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-04-17,2019-04-23,6
2018034145,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-06-13,2018-07-05,22
2017062609,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-09-26,2017-10-13,17
2018010860,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-02-27,2018-03-06,7
2018055819,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-08-30,2018-09-25,26
2019016052,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-03-19,2019-03-29,10
2018043310,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-07-24,2018-08-13,20
2019016452,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-03-20,2019-04-04,15
2019003290,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-01-17,2019-01-31,14
2017015165,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-03-06,2017-03-31,25
2019014647,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-03-13,2019-03-13,0
2017044136,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-07-06,2017-07-21,15
2017030138,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2017-05-05,2017-05-26,21
2018021303,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2018-04-17,2018-05-15,28
2018028232,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-05-17,2018-05-24,7
2018027013,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2018-05-11,2018-07-30,80
2017047706,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-07-21,2017-08-07,17
2017044931,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-07-10,2017-07-11,1
2017056336,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-08-28,2017-08-30,2
2017029484,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2017-05-03,2017-05-16,13
2018025697,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-05-07,2018-05-22,15
2017040666,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-06-20,2017-06-30,10
2018066764,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-10-22,2018-11-13,22
2018040159,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2018-07-11,2018-07-18,7
2019024153,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-04-25,2019-04-26,1
2017014260,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-03-01,2017-05-01,61
2017032740,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2017-05-17,2017-05-24,7
2019008295,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-02-11,2019-02-15,4
2018068384,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-10-29,2018-12-19,51
2018026712,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-05-10,2018-05-22,12
2018015392,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-03-20,2018-04-06,17
2017049665,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-07-31,2017-08-07,7
2017044484,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-07-07,2017-08-08,32
2018060701,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2018-09-24,2018-09-28,4
2018027010,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2018-05-11,2018-07-30,80
2017058255,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2017-09-07,2017-09-21,14
2018028268,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-05-17,2018-05-24,7
2017058258,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2017-09-07,2017-09-21,14
2018055815,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-08-30,2018-09-25,26
2017058138,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-09-06,2017-09-26,20
2017033978,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-05-23,2017-05-31,8
2017058263,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2017-09-07,2017-10-20,43
2018073270,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-11-20,2019-02-19,91
2017027754,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2017-04-26,2017-04-27,1
2018037943,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-06-28,2018-07-10,12
2018076245,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-12-06,2018-12-17,11
2017075455,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-11-27,2017-12-14,17
2017071470,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2017-11-06,2017-11-06,0
2017050467,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-08-02,2017-08-14,12
2018025250,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2018-05-03,2018-05-09,6
2018070491,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2018-11-07,2019-01-14,68
2018028221,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-05-17,2018-05-24,7
2019017989,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-03-27,2019-04-02,6
2019024628,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-04-29,2019-05-10,11
2017060510,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2017-09-18,2017-09-20,2
2017044473,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-07-07,2017-08-08,32
2017015141,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-03-06,2017-04-07,32
2017046578,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2017-07-17,2017-08-09,23
2017056341,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-08-28,2017-08-30,2
2017060984,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-09-19,2017-09-26,7
2019002747,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-01-15,2019-01-28,13
2019017539,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-03-26,2019-03-27,1
2017082089,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-12-29,2018-01-02,4
2018064750,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2018-10-11,2018-11-01,21
2017062606,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-09-26,2017-10-13,17
2017032731,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2017-05-17,2017-05-24,7
2017078667,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-12-11,2017-12-13,2
2018037509,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-06-27,2018-07-10,13
2017052577,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-08-10,2017-08-17,7
2019014648,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2019-03-13,2019-03-28,15
2019020644,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-04-09,2019-04-24,15
2019005267,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-01-28,2019-01-29,1
2018009062,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-02-16,2018-02-28,12
2017038450,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2017-06-12,2017-06-29,17
2019020704,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-04-09,2019-04-15,6
2017071475,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2017-11-06,2017-11-06,0
2018049049,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-08-16,2018-08-28,12
2018013551,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-03-12,2018-03-15,3
2017027305,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2017-04-24,2017-04-25,1
2017052118,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-08-08,2017-08-14,6
2017058270,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2017-09-07,2017-10-20,43
2018067287,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2018-10-23,2018-10-30,7
2017027744,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2017-04-26,2017-04-26,0
2019007244,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2019-02-05,2019-05-17,101
2018032151,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2018-06-05,2018-06-06,1
2017067221,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-10-18,2017-10-25,7
2019017967,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-03-27,2019-04-08,12
2018025007,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2018-05-03,2018-05-09,6
2019000919,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-01-07,2019-01-14,7
2018007649,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-02-09,2018-02-20,11
2017033988,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2017-05-23,2017-05-25,2
2017014264,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-03-01,2017-05-01,61
2019013983,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-03-11,2019-03-18,7
2019010164,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-02-20,2019-03-05,13
2018069430,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-11-02,2018-11-26,24
2019027326,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-05-10,2019-05-22,12
2017020668,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-03-28,2017-04-07,10
2019009630,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-02-18,2019-03-12,22
2018076579,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-12-07,2018-12-17,10
2019025393,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-05-01,2019-05-13,12
2017026680,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-04-20,2017-04-28,8
2017081931,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-12-28,2018-01-02,5
2017021666,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-03-31,2017-05-01,31
2018059852,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-09-19,2018-10-10,21
2019010855,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-02-24,2019-03-05,9
2018037413,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-06-27,2018-07-10,13
2018080205,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2018-12-28,2019-01-18,21
2017026818,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-04-21,2017-05-01,10
2018003740,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-01-23,2018-01-26,3
2018067290,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2018-10-23,2018-10-30,7
2018043162,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-07-24,2018-08-13,20
2019020339,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-04-08,2019-04-18,10
2018055823,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-08-30,2018-09-25,26
2018005775,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-02-01,2018-03-30,57
2019007234,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2019-02-05,2019-05-17,101
2018061798,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-09-28,2018-10-30,32
2017060400,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2017-09-18,2017-10-05,17
2018066501,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-10-19,2018-11-13,25
2019008241,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-02-11,2019-04-29,77
2019003785,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-01-21,2019-02-05,15
2018076502,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-12-07,2018-12-17,10
2019024233,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-04-25,2019-05-06,11
2019019610,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-04-04,2019-04-15,11
2017041740,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-06-26,2017-07-20,24
2018079394,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-12-20,2018-12-27,7
2018037486,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-06-27,2018-07-10,13
2017053344,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2017-08-14,2018-03-16,214
2018009065,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-02-16,2018-02-28,12
2018058932,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2018-09-17,2018-09-20,3
2019016454,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-03-20,2019-04-04,15
2017041294,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2017-06-22,2017-07-17,25
2019017165,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-03-25,2019-04-04,10
2018028285,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-05-17,2018-05-24,7
2019008426,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-02-11,2019-04-29,77
2018068855,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-10-30,2018-11-05,6
2018043164,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-07-24,2018-08-13,20
2018004616,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-01-26,2018-01-31,5
2017058081,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-09-06,2017-09-27,21
2018025692,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-05-07,2018-05-22,15
2018060718,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2018-09-24,2018-09-28,4
2017058268,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2017-09-07,2017-10-20,43
2018064766,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2018-10-11,2018-11-09,29
2018021300,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2018-04-17,2018-05-15,28
2017057787,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-09-05,2017-09-07,2
2019024236,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-04-25,2019-05-06,11
2019000917,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-01-07,2019-01-14,7
2018067406,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-10-24,2018-11-09,16
2019015948,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-03-19,2019-03-25,6
2019015963,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-03-19,2019-03-25,6
2017082091,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-12-29,2018-01-02,4
