Permit #,Contact,Permit Type Description,Permit Subtype Description,Date Entered,Date Issued,wait_time
2019054532,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2019-09-10,2019-10-15,35
2019054363,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2019-09-09,2019-10-15,36
2019054534,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2019-09-10,2019-10-15,35
2019054546,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2019-09-10,2019-10-15,35
2020016928,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-03-16,2020-03-30,14
2017029193,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2017-05-03,2017-05-19,16
2020014910,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2020-03-06,2020-03-30,24
2020016925,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-03-16,2020-03-30,14
2020015980,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2020-03-11,2020-03-30,19
2020017282,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2020-03-17,2020-03-30,13
2019045073,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-07-30,2019-10-16,78
2019068278,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-11-06,2019-11-19,13
2019068287,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-11-06,2019-11-19,13
2020000079,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-02,2020-01-07,5
2019062668,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-10-14,2019-10-17,3
2019062678,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-10-14,2019-10-17,3
2020000082,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-02,2020-01-07,5
2019077608,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-12-19,2019-12-19,0
2017051109,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-08-04,2017-08-07,3
2019053821,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-09-06,2019-09-17,11
2019053815,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-09-06,2019-09-17,11
2019053813,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-09-06,2019-09-17,11
2019053817,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-09-06,2019-09-17,11
2019053819,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-09-06,2019-09-17,11
2019059242,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-09-27,2019-10-18,21
2019059227,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-09-27,2019-10-18,21
2019056074,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-09-16,2019-10-18,32
2019077471,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-12-18,2020-01-09,22
2019049453,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-08-16,2019-11-25,101
2019055906,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-09-16,2019-11-25,70
2019060787,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-10-04,2019-10-25,21
2019069358,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-11-12,2019-11-25,13
2019060789,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-10-04,2019-10-25,21
2019060788,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-10-04,2019-10-25,21
2019060783,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-10-04,2019-10-25,21
2019060784,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-10-04,2019-10-25,21
2019060791,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-10-04,2019-10-25,21
2019064211,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-10-21,2019-11-26,36
2019064212,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-10-21,2019-11-26,36
2020001116,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-07,2020-02-21,45
2019072783,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-11-26,2019-11-26,0
2019072786,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-11-26,2019-11-26,0
2019072758,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-11-26,2019-11-26,0
2020001106,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-07,2020-02-21,45
2019072773,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-11-26,2019-11-26,0
2019064216,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-10-21,2019-11-26,36
2019072769,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-11-26,2019-11-26,0
2019064210,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-10-21,2019-11-26,36
2019072780,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-11-26,2019-11-26,0
2019072777,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-11-26,2019-11-26,0
2019064209,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-10-21,2019-11-26,36
2019062603,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-10-14,2019-10-29,15
2018061096,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-09-25,2018-10-03,8
2018061790,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2018-09-28,2019-01-22,116
2019063419,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-10-17,2019-10-31,14
2019063428,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-10-17,2019-10-31,14
2019063431,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-10-17,2019-10-31,14
2020000795,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-06,2020-01-14,8
2020000796,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-06,2020-01-14,8
2020000794,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-06,2020-01-14,8
2019075646,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-12-11,2020-01-14,34
2020000793,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-06,2020-01-14,8
2020000790,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-06,2020-01-14,8
2019075644,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-12-11,2020-01-14,34
2019071715,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-11-21,2019-12-03,12
2019071176,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-11-20,2019-12-03,13
2020002240,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-10,2020-01-15,5
2020000380,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-03,2020-01-15,12
2020001340,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-08,2020-01-15,7
2020002243,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-10,2020-01-15,5
2020000381,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-03,2020-01-15,12
2020002245,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-10,2020-01-15,5
2020000394,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-03,2020-01-15,12
2020000393,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-03,2020-01-15,12
2020001095,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-07,2020-02-25,49
2019055159,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-09-11,2019-12-06,86
2019055154,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-09-11,2019-12-06,86
2020002850,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-01-14,2020-01-16,2
2019079396,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-12-31,2020-01-16,16
2020002854,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-01-14,2020-01-16,2
2020001091,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-07,2020-02-25,49
2019072676,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-11-26,2019-12-09,13
2019072655,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-11-26,2019-12-09,13
2020001098,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-07,2020-02-25,49
2019072670,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-11-26,2019-12-09,13
2019072687,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-11-26,2019-12-09,13
2019072683,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-11-26,2019-12-09,13
2019072672,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-11-26,2019-12-09,13
2019072638,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-11-26,2019-12-09,13
2019072690,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-11-26,2019-12-09,13
2020001121,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-07,2020-02-25,49
2020001133,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-07,2020-02-25,49
2020001142,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-07,2020-02-25,49
2020001149,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-07,2020-02-25,49
2019057811,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-09-23,2019-12-09,77
2020001146,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-07,2020-02-25,49
2020001084,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-07,2020-02-25,49
2020001164,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-07,2020-02-25,49
2020001156,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-07,2020-02-25,49
2019067350,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-11-04,2019-11-06,2
2019072273,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-11-25,2019-12-16,21
2020010857,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-02-19,2020-02-26,7
2019074754,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-12-06,2019-12-17,11
2020002865,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-01-14,2020-01-22,8
2020010853,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-02-19,2020-02-26,7
2019075694,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-12-11,2020-02-26,77
2020002507,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-13,2020-01-23,10
2020008643,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-02-07,2020-02-27,20
2020002502,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-13,2020-01-23,10
2019077319,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-12-18,2019-12-19,1
2020000184,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-02,2020-01-23,21
2020002096,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-10,2020-01-23,13
2020000186,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-02,2020-01-23,21
2020004048,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-20,2020-02-27,38
2020002873,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-01-14,2020-01-22,8
2020008656,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-02-07,2020-02-27,20
2020001708,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-09,2020-01-24,15
2020001690,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-09,2020-01-24,15
2020001701,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-09,2020-01-24,15
2020001100,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-07,2020-02-25,49
2019073579,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-12-03,2020-01-27,55
2020004046,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-20,2020-01-27,7
2020004122,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-20,2020-01-27,7
2020004121,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-20,2020-01-27,7
2020004045,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-20,2020-01-27,7
2019073573,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-12-03,2020-01-27,55
2020003509,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-16,2020-01-27,11
2020001003,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-07,2020-01-27,20
2019073580,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-12-03,2020-01-27,55
2019073572,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-12-03,2020-01-27,55
2020000187,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-02,2020-01-27,25
2019073575,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-12-03,2020-01-27,55
2018059429,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-09-18,2018-11-01,44
2020005282,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-24,2020-01-29,5
2020003275,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2020-01-15,2020-01-29,14
2020001731,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2020-01-09,2020-01-30,21
2020006319,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-01-29,2020-01-30,1
2020002637,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2020-01-13,2020-01-30,17
2020006345,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-01-29,2020-01-30,1
2020006326,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-01-29,2020-01-30,1
2020006309,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-01-29,2020-01-30,1
2020006331,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-01-29,2020-01-30,1
2020006341,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-01-29,2020-01-30,1
2020006304,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-01-29,2020-01-30,1
2017029893,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-05-04,2017-05-22,18
2017049126,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-07-27,2017-08-07,11
2020005612,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-27,2020-02-04,8
2020014129,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-03-04,2020-03-04,0
2020011844,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-02-24,2020-03-04,9
2020011965,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-02-24,2020-03-04,9
2020014122,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-03-04,2020-03-04,0
2020012129,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-02-25,2020-03-04,8
2020014098,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-03-04,2020-03-04,0
2020012189,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-02-25,2020-03-04,8
2020012141,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-02-25,2020-03-04,8
2019020692,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-04-09,2019-04-24,15
2020011847,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-02-24,2020-03-04,9
2020011978,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-02-24,2020-03-04,9
2020011852,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-02-24,2020-03-04,9
2020011837,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-02-24,2020-03-04,9
2020014108,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-03-04,2020-03-04,0
2020012180,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-02-25,2020-03-04,8
2020011974,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-02-24,2020-03-04,9
2020012109,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-02-25,2020-03-04,8
2020014112,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-03-04,2020-03-04,0
2020011981,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-02-24,2020-03-04,9
2020012122,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-02-25,2020-03-04,8
2020008600,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-02-07,2020-03-04,26
2020012169,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-02-25,2020-03-04,8
2018069428,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-11-02,2018-11-26,24
2020006045,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2020-01-28,2020-02-12,15
2020006036,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2020-01-28,2020-02-12,15
2020004911,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2020-01-23,2020-02-12,20
2020008264,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2020-02-06,2020-02-12,6
2020008256,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2020-02-06,2020-02-12,6
2020008273,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2020-02-06,2020-02-12,6
2020012162,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2020-02-25,2020-03-05,9
2020010866,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-02-19,2020-03-05,15
2020010868,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-02-19,2020-03-05,15
2017045554,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2017-07-12,2017-08-18,37
2020009533,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2020-02-12,2020-03-09,26
2020008797,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2020-02-10,2020-03-09,28
2020013995,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-03-04,2020-03-09,5
2020013992,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-03-04,2020-03-09,5
2020013650,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2020-03-02,2020-03-11,9
2020010871,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-02-19,2020-03-11,21
2020001302,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-08,2020-03-12,64
2020001315,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-08,2020-03-12,64
2020010969,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-02-19,2020-03-12,22
2020013764,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-03-02,2020-03-12,10
2020001311,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-08,2020-03-12,64
2020001305,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-08,2020-03-12,64
2020010973,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-02-19,2020-03-12,22
2020001320,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2020-01-08,2020-03-12,64
2018013542,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-03-12,2018-03-15,3
2020016068,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-03-11,2020-03-17,6
2020000195,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-02,2020-03-17,75
2020016062,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-03-11,2020-03-17,6
2020016078,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-03-11,2020-03-17,6
2020000192,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-01-02,2020-03-17,75
2020016082,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2020-03-11,2020-03-17,6
2020013854,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2020-03-03,2020-03-19,16
2020013867,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2020-03-03,2020-03-19,16
2019047294,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-08-07,2019-08-12,5
2019026094,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-05-06,2019-05-06,0
2019053826,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-09-06,2019-09-09,3
2018077384,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2018-12-12,2018-12-12,0
2019053844,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-09-06,2019-09-09,3
2018078261,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2018-12-17,2018-12-18,1
2019047199,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-08-07,2019-08-12,5
2019047303,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-08-07,2019-08-12,5
2019052950,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-09-03,2019-09-05,2
2019052888,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-09-03,2019-09-05,2
2019047240,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-08-07,2019-08-12,5
2019047297,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-08-07,2019-08-12,5
2019047219,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-08-07,2019-08-12,5
2020013855,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2020-03-03,2020-03-23,20
2019053829,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-09-06,2019-09-09,3
2019026091,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-05-06,2019-05-06,0
2018078274,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2018-12-17,2018-12-18,1
2018078288,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2018-12-17,2018-12-18,1
2018078264,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2018-12-17,2018-12-18,1
2019047252,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-08-07,2019-08-12,5
2018078266,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2018-12-17,2018-12-18,1
2019052885,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-09-03,2019-09-05,2
2019053831,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-09-06,2019-09-09,3
2018078278,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2018-12-17,2018-12-18,1
2019026102,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-05-06,2019-05-06,0
2019047285,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-08-07,2019-08-12,5
2019053090,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-09-04,2019-09-05,1
2018078290,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2018-12-17,2018-12-18,1
2019053834,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-09-06,2019-09-09,3
2018078268,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2018-12-17,2018-12-18,1
2018078256,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2018-12-17,2018-12-18,1
2019026101,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-05-06,2019-05-06,0
2019052953,LEGACY SOUTH BUILDERS LLC,Building Residential - New,Single Family Residence,2019-09-03,2019-09-05,2
2019018119,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2019-03-28,2019-04-08,11
2017067240,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-10-18,2017-10-25,7
2018078382,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-12-17,2019-01-02,16
2018079363,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-12-20,2018-12-27,7
2019008291,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2019-02-11,2019-04-29,77
2018037531,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-06-27,2018-07-10,13
2017035967,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-06-01,2017-06-14,13
2017015168,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-03-06,2017-03-31,25
2018026992,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2018-05-11,2018-07-30,80
2018079391,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-12-20,2018-12-27,7
2017035381,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-05-30,2017-06-14,15
2017060505,PARAGON GROUP LLC,Building Residential - New,Single Family Residence,2017-09-18,2017-09-20,2
2017052637,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-08-10,2017-08-17,7
2017025929,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2017-04-18,2017-05-10,22
2019027387,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-05-10,2019-05-22,12
2018066796,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-10-22,2018-11-05,14
2017037712,BEAZER HOMES CORP,Building Residential - New,Single Family Residence,2017-06-08,2017-06-23,15
2019027324,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2019-05-10,2019-05-22,12
2017065487,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2017-10-10,2017-10-13,3
2018079359,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-12-20,2018-12-27,7
2018026996,HIGHLAND HOMES LLC,Building Residential - New,Single Family Residence,2018-05-11,2018-07-30,80
2018041314,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-07-16,2018-07-26,10
2018069439,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2018-11-02,2018-11-26,24
2019024625,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2019-04-29,2019-05-10,11
2017014266,OLE SOUTH PROPERTIES INC,Building Residential - New,Single Family Residence,2017-03-01,2017-05-01,61
2018049055,REGENT HOMES LLC,Building Residential - New,Single Family Residence,2018-08-16,2018-08-28,12
