Accident Number,Date and Time,Number of Injuries,Hit and Run,Collision Type Description
20181050938,12/20/2018 05:56:00 PM,1,Y,Front to Rear
20181050977,12/20/2018 05:50:00 PM,0,Y,Front to Rear
20181051013,12/20/2018 05:49:00 PM,0,N,Front to Rear
20181051009,12/20/2018 05:45:00 PM,2,N,Front to Rear
20181050904,12/20/2018 05:40:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181050900,12/20/2018 05:40:00 PM,0,Y,Front to Rear
20181051120,12/20/2018 05:30:00 PM,0,N,Front to Rear
20181050863,12/20/2018 05:28:00 PM,1,N,Front to Rear
20181050859,12/20/2018 05:23:00 PM,0,N,HEAD-ON
20181050976,12/20/2018 05:22:00 PM,0,N,Front to Rear
20181050862,12/20/2018 05:20:00 PM,0,Y,Front to Rear
20181050842,12/20/2018 05:13:00 PM,0,N,Front to Rear
20181050910,12/20/2018 05:11:00 PM,0,Y,HEAD-ON
20181050855,12/20/2018 05:10:00 PM,1,N,Front to Rear
20181050812,12/20/2018 05:00:00 PM,1,N,Front to Rear
20181050810,12/20/2018 05:00:00 PM,0,N,Front to Rear
20181050905,12/20/2018 05:00:00 PM,0,Y,Front to Rear
20181050789,12/20/2018 04:50:00 PM,0,N,Front to Rear
20181050792,12/20/2018 04:50:00 PM,0,N,Front to Rear
20181050803,12/20/2018 04:46:00 PM,0,N,Front to Rear
20181050854,12/20/2018 04:42:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181050819,12/20/2018 04:41:00 PM,0,N,Front to Rear
20181050718,12/20/2018 04:20:00 PM,1,Y,Front to Rear
20181050710,12/20/2018 04:13:00 PM,0,N,Front to Rear
20181050734,12/20/2018 04:01:00 PM,1,N,Front to Rear
20181050723,12/20/2018 04:00:00 PM,0,N,Front to Rear
20181050600,12/20/2018 03:21:00 PM,0,N,Front to Rear
20181050604,12/20/2018 03:16:00 PM,0,N,HEAD-ON
20181050612,12/20/2018 03:16:00 PM,0,Y,Front to Rear
20181050582,12/20/2018 03:07:00 PM,1,N,SIDESWIPE - SAME DIRECTION
20181050679,12/20/2018 03:00:00 PM,0,N,Front to Rear
20181050573,12/20/2018 03:00:00 PM,0,N,Front to Rear
20181050626,12/20/2018 03:00:00 PM,0,N,Front to Rear
20181050607,12/20/2018 03:00:00 PM,0,N,Front to Rear
20181050551,12/20/2018 02:57:00 PM,2,Y,HEAD-ON
20181050532,12/20/2018 02:45:00 PM,0,Y,Front to Rear
20181051012,12/20/2018 02:00:00 PM,0,Y,Front to Rear
20181050472,12/20/2018 01:58:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181050724,12/20/2018 01:45:00 PM,0,N,Front to Rear
20181050447,12/20/2018 01:43:00 PM,0,Y,Front to Rear
20181050460,12/20/2018 01:40:00 PM,0,Y,Front to Rear
20181050372,12/20/2018 01:03:00 PM,0,N,Front to Rear
20181050370,12/20/2018 01:00:00 PM,0,N,Front to Rear
20181050379,12/20/2018 12:52:00 PM,1,N,Front to Rear
20181050338,12/20/2018 12:48:00 PM,0,N,Front to Rear
20181050314,12/20/2018 12:42:00 PM,0,N,Front to Rear
20181050140,12/20/2018 11:29:00 AM,0,N,Front to Rear
20181050117,12/20/2018 11:23:00 AM,1,N,Front to Rear
20181050093,12/20/2018 11:05:00 AM,1,Y,Front to Rear
20181050061,12/20/2018 10:51:00 AM,0,N,Front to Rear
20181050090,12/20/2018 10:45:00 AM,1,N,SIDESWIPE - SAME DIRECTION
20181050209,12/20/2018 10:40:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20181050011,12/20/2018 10:30:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181050007,12/20/2018 10:28:00 AM,0,N,Front to Rear
20181050130,12/20/2018 10:16:00 AM,0,N,Front to Rear
20181049909,12/20/2018 09:43:00 AM,0,N,Front to Rear
20181049910,12/20/2018 09:42:00 AM,0,N,Front to Rear
20181049893,12/20/2018 09:37:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181049866,12/20/2018 09:15:00 AM,0,N,Front to Rear
20181049828,12/20/2018 09:00:00 AM,1,N,SIDESWIPE - SAME DIRECTION
20181049787,12/20/2018 08:46:00 AM,0,N,Front to Rear
20181049799,12/20/2018 08:45:00 AM,0,N,Front to Rear
20181049768,12/20/2018 08:37:00 AM,1,N,Front to Rear
20181049786,12/20/2018 08:30:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181049742,12/20/2018 08:19:00 AM,0,N,Front to Rear
20181049779,12/20/2018 08:00:00 AM,0,N,Front to Rear
20181049813,12/20/2018 07:55:00 AM,0,N,Front to Rear
20181049694,12/20/2018 07:53:00 AM,0,N,Front to Rear
20181049711,12/20/2018 07:50:00 AM,0,Y,Front to Rear
20181049715,12/20/2018 07:50:00 AM,0,N,Front to Rear
20181049681,12/20/2018 07:45:00 AM,1,N,Front to Rear
20181049698,12/20/2018 07:30:00 AM,0,N,Front to Rear
20181049643,12/20/2018 07:24:00 AM,1,N,Front to Rear
20181049679,12/20/2018 07:20:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181049649,12/20/2018 07:19:00 AM,0,N,Front to Rear
20181049638,12/20/2018 07:17:00 AM,0,N,Front to Rear
20181049616,12/20/2018 07:00:00 AM,1,N,Front to Rear
20181049621,12/20/2018 06:55:00 AM,0,N,Front to Rear
20181049634,12/20/2018 06:55:00 AM,0,N,Front to Rear
20181049574,12/20/2018 06:42:00 AM,1,N,Front to Rear
20181049575,12/20/2018 06:35:00 AM,0,N,Front to Rear
20181049598,12/20/2018 06:35:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181049558,12/20/2018 06:22:00 AM,0,N,Front to Rear
20181049502,12/20/2018 05:53:00 AM,0,N,Front to Rear
20181051059,12/20/2018 12:00:00 AM,0,N,Front to Rear
20181051020,12/20/2018 12:00:00 AM,0,N,Front to Rear
20181048925,12/20/2018 12:00:00 AM,0,Y,Front to Rear
20181050844,12/20/2018 12:00:00 AM,0,N,Front to Rear
20181049677,12/20/2018 12:00:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181050258,12/20/2018 12:00:00 AM,0,Y,HEAD-ON
20181051099,12/20/2018 12:00:00 AM,0,N,Front to Rear
20181048468,12/19/2018 08:30:00 PM,0,Y,Front to Rear
20181048440,12/19/2018 08:15:00 PM,0,N,Front to Rear
20181048417,12/19/2018 08:00:00 PM,1,Y,Front to Rear
20181048408,12/19/2018 07:57:00 PM,0,N,Front to Rear
20181048375,12/19/2018 07:49:00 PM,0,N,Front to Rear
20181048348,12/19/2018 07:30:00 PM,1,N,Front to Rear
20181048318,12/19/2018 07:00:00 PM,0,N,Front to Rear
20181048200,12/19/2018 06:28:00 PM,0,Y,Front to Rear
20181048220,12/19/2018 06:15:00 PM,0,N,Front to Rear
20181048185,12/19/2018 06:00:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181048153,12/19/2018 05:51:00 PM,0,N,Front to Rear
20181048122,12/19/2018 05:48:00 PM,2,N,Front to Rear
20181048285,12/19/2018 05:37:00 PM,1,N,Front to Rear
20181048046,12/19/2018 05:13:00 PM,0,N,Front to Rear
20181048054,12/19/2018 05:12:00 PM,0,Y,Front to Rear
20181048029,12/19/2018 05:00:00 PM,0,N,Front to Rear
20181047978,12/19/2018 04:30:00 PM,0,Y,Front to Rear
20181047943,12/19/2018 04:24:00 PM,1,N,Front to Rear
20181047912,12/19/2018 04:12:00 PM,0,N,Front to Rear
20181048313,12/19/2018 04:00:00 PM,0,Y,Front to Rear
20181047820,12/19/2018 03:27:00 PM,1,N,Front to Rear
20181047846,12/19/2018 03:23:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181047844,12/19/2018 03:21:00 PM,0,Y,Front to Rear
20181047777,12/19/2018 03:05:00 PM,1,N,Front to Rear
20181048137,12/19/2018 02:47:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181047655,12/19/2018 01:52:00 PM,0,N,Front to Rear
20181047701,12/19/2018 01:50:00 PM,1,N,Front to Rear
20181047647,12/19/2018 01:36:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181047551,12/19/2018 01:00:00 PM,0,N,Front to Rear
20181047562,12/19/2018 11:59:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181047427,12/19/2018 11:37:00 AM,0,N,Front to Rear
20181047418,12/19/2018 11:30:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181047337,12/19/2018 11:01:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181047326,12/19/2018 11:00:00 AM,1,N,Front to Rear
20181047304,12/19/2018 10:55:00 AM,0,Y,Front to Rear
20181047293,12/19/2018 10:43:00 AM,1,N,Front to Rear
20181047355,12/19/2018 10:23:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20181047187,12/19/2018 09:42:00 AM,0,N,Front to Rear
20181047185,12/19/2018 09:37:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181047148,12/19/2018 09:25:00 AM,0,N,Front to Rear
20181047134,12/19/2018 09:23:00 AM,1,N,Front to Rear
20181047111,12/19/2018 09:07:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181047098,12/19/2018 08:50:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181047063,12/19/2018 08:41:00 AM,0,N,Front to Rear
20181047005,12/19/2018 08:35:00 AM,0,N,Front to Rear
20181047057,12/19/2018 08:35:00 AM,0,N,Front to Rear
20181047060,12/19/2018 08:30:00 AM,0,N,Front to Rear
20181047043,12/19/2018 08:20:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181047004,12/19/2018 08:12:00 AM,0,N,Front to Rear
20181047036,12/19/2018 08:10:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181046989,12/19/2018 08:07:00 AM,1,N,Front to Rear
20181046992,12/19/2018 08:05:00 AM,0,N,Front to Rear
20181046932,12/19/2018 07:41:00 AM,0,N,Front to Rear
20181046916,12/19/2018 07:30:00 AM,0,N,Front to Rear
20181046983,12/19/2018 07:30:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181046862,12/19/2018 07:00:00 AM,0,N,Front to Rear
20181046830,12/19/2018 06:35:00 AM,1,N,SIDESWIPE - SAME DIRECTION
20181046834,12/19/2018 06:21:00 AM,0,N,Front to Rear
20181046845,12/19/2018 05:15:00 AM,0,N,Front to Rear
20181048078,12/19/2018 12:00:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20181047465,12/19/2018 12:00:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20181045790,12/18/2018 09:37:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181045970,12/18/2018 09:15:00 PM,0,Y,Front to Rear
20181045510,12/18/2018 07:26:00 PM,1,N,Front to Rear
20181045890,12/18/2018 07:12:00 PM,0,N,Front to Rear
20181045620,12/18/2018 07:09:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181045531,12/18/2018 07:02:00 PM,0,Y,Front to Rear
20181045518,12/18/2018 07:01:00 PM,0,Y,Front to Rear
20181045481,12/18/2018 07:00:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181046052,12/18/2018 06:50:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20181045432,12/18/2018 06:45:00 PM,0,N,Front to Rear
20181045459,12/18/2018 06:43:00 PM,0,N,Front to Rear
20181045443,12/18/2018 06:20:00 PM,0,N,Front to Rear
20181045450,12/18/2018 06:19:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181045413,12/18/2018 06:16:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181045360,12/18/2018 06:00:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20181045451,12/18/2018 05:52:00 PM,1,Y,SIDESWIPE - SAME DIRECTION
20181045676,12/18/2018 05:50:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181045398,12/18/2018 05:47:00 PM,0,Y,Front to Rear
20181045309,12/18/2018 05:36:00 PM,1,N,Front to Rear
20181045299,12/18/2018 05:31:00 PM,1,N,Front to Rear
20181045431,12/18/2018 05:25:00 PM,0,N,Front to Rear
20181045288,12/18/2018 05:23:00 PM,0,N,HEAD-ON
20181045422,12/18/2018 05:18:00 PM,0,N,Front to Rear
20181045489,12/18/2018 05:17:00 PM,0,N,Front to Rear
20181045405,12/18/2018 05:16:00 PM,0,Y,Front to Rear
20181045233,12/18/2018 05:01:00 PM,0,Y,Front to Rear
20181045239,12/18/2018 05:00:00 PM,0,Y,Front to Rear
20181045244,12/18/2018 05:00:00 PM,1,N,Front to Rear
20181045224,12/18/2018 04:57:00 PM,2,N,Front to Rear
20181045134,12/18/2018 04:20:00 PM,0,N,Front to Rear
20181045191,12/18/2018 04:15:00 PM,0,N,Front to Rear
20181045114,12/18/2018 04:13:00 PM,2,N,Front to Rear
20181045366,12/18/2018 04:10:00 PM,1,N,Front to Rear
20181045319,12/18/2018 04:04:00 PM,0,N,Front to Rear
20181045017,12/18/2018 03:34:00 PM,2,N,Front to Rear
20181045471,12/18/2018 03:27:00 PM,0,N,Front to Rear
20181045002,12/18/2018 03:23:00 PM,2,N,Front to Rear
20181045293,12/18/2018 03:22:00 PM,1,N,SIDESWIPE - SAME DIRECTION
20181044948,12/18/2018 03:05:00 PM,0,N,Front to Rear
20181044981,12/18/2018 03:00:00 PM,0,N,Front to Rear
20181044869,12/18/2018 02:30:00 PM,1,N,Front to Rear
20181044990,12/18/2018 02:02:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181044824,12/18/2018 02:00:00 PM,0,N,Front to Rear
20181044689,12/18/2018 12:55:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181044639,12/18/2018 12:33:00 PM,0,N,Front to Rear
20181044624,12/18/2018 12:15:00 PM,0,N,Front to Rear
20181044692,12/18/2018 12:01:00 PM,0,Y,Front to Rear
20181044560,12/18/2018 11:53:00 AM,0,N,Front to Rear
20181044517,12/18/2018 11:30:00 AM,0,N,Front to Rear
20181044599,12/18/2018 11:30:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181044442,12/18/2018 10:48:00 AM,0,N,Front to Rear
20181044458,12/18/2018 10:45:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20181044417,12/18/2018 10:20:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181044341,12/18/2018 09:58:00 AM,1,N,Front to Rear
20181044308,12/18/2018 09:25:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181044361,12/18/2018 09:23:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181044280,12/18/2018 09:15:00 AM,0,N,Front to Rear
20181044240,12/18/2018 08:57:00 AM,1,N,Front to Rear
20181044159,12/18/2018 08:00:00 AM,0,N,Front to Rear
20181044144,12/18/2018 07:56:00 AM,0,N,Front to Rear
20181044107,12/18/2018 07:55:00 AM,0,Y,Front to Rear
20181044042,12/18/2018 07:30:00 AM,0,N,Front to Rear
20181043985,12/18/2018 06:57:00 AM,1,N,Front to Rear
20181043966,12/18/2018 06:25:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181044030,12/18/2018 06:20:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20181043968,12/18/2018 06:15:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181043979,12/18/2018 05:54:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181043987,12/18/2018 05:50:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20181043584,12/18/2018 03:15:00 AM,0,Y,Front to Rear
20181043229,12/18/2018 12:42:00 AM,0,N,HEAD-ON
20181045367,12/18/2018 12:00:00 AM,1,N,Front to Rear
20181042849,12/17/2018 09:26:00 PM,2,N,Front to Rear
20181043057,12/17/2018 09:01:00 PM,0,N,Front to Rear
20181042865,12/17/2018 08:42:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20181042761,12/17/2018 07:50:00 PM,0,N,Front to Rear
20181042630,12/17/2018 06:51:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20181042701,12/17/2018 06:34:00 PM,0,N,Front to Rear
20181042622,12/17/2018 06:30:00 PM,2,N,Front to Rear
20181042548,12/17/2018 06:18:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181042557,12/17/2018 06:18:00 PM,0,N,Front to Rear
20181042539,12/17/2018 06:10:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181042525,12/17/2018 06:04:00 PM,0,N,Front to Rear
20181042606,12/17/2018 05:58:00 PM,0,Y,Front to Rear
20181042497,12/17/2018 05:49:00 PM,0,N,Front to Rear
20181042584,12/17/2018 05:40:00 PM,0,N,Front to Rear
20181042443,12/17/2018 05:26:00 PM,2,N,Front to Rear
20181042449,12/17/2018 05:23:00 PM,0,N,Front to Rear
20181042438,12/17/2018 05:21:00 PM,1,Y,Front to Rear
20181042434,12/17/2018 05:17:00 PM,1,N,Front to Rear
20181042482,12/17/2018 05:10:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20181042421,12/17/2018 05:07:00 PM,0,N,Front to Rear
20181042538,12/17/2018 05:02:00 PM,0,Y,Front to Rear
20181042459,12/17/2018 05:00:00 PM,0,N,Front to Rear
20181042420,12/17/2018 04:59:00 PM,0,N,Front to Rear
20181042361,12/17/2018 04:43:00 PM,0,N,Front to Rear
20181042359,12/17/2018 04:40:00 PM,2,N,Front to Rear
20181042308,12/17/2018 04:15:00 PM,0,N,Front to Rear
20181042286,12/17/2018 04:11:00 PM,0,N,Front to Rear
20181042388,12/17/2018 04:05:00 PM,0,N,Front to Rear
20181042297,12/17/2018 04:05:00 PM,0,N,Front to Rear
20181042256,12/17/2018 03:54:00 PM,1,N,Front to Rear
20181042400,12/17/2018 03:25:00 PM,0,N,Front to Rear
20181042171,12/17/2018 03:00:00 PM,0,N,Front to Rear
20181042169,12/17/2018 02:52:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20181042187,12/17/2018 02:50:00 PM,0,N,Front to Rear
20181042122,12/17/2018 02:40:00 PM,0,N,Front to Rear
20181042073,12/17/2018 02:12:00 PM,0,N,Front to Rear
20181042140,12/17/2018 02:06:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20181042127,12/17/2018 01:51:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181041950,12/17/2018 01:10:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181041903,12/17/2018 12:50:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20181041874,12/17/2018 12:30:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181041837,12/17/2018 12:22:00 PM,0,N,Front to Rear
20181041748,12/17/2018 11:33:00 AM,0,N,Front to Rear
20181041650,12/17/2018 10:50:00 AM,0,N,Front to Rear
20181041581,12/17/2018 10:06:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181041499,12/17/2018 09:29:00 AM,0,N,Front to Rear
20181041449,12/17/2018 08:52:00 AM,1,N,Front to Rear
20181041428,12/17/2018 08:50:00 AM,1,N,SIDESWIPE - SAME DIRECTION
20181041423,12/17/2018 08:50:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181041440,12/17/2018 08:46:00 AM,0,N,Front to Rear
20181041365,12/17/2018 08:29:00 AM,2,N,Front to Rear
20181041506,12/17/2018 08:22:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181041340,12/17/2018 08:21:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181041355,12/17/2018 08:15:00 AM,1,Y,Front to Rear
20181041328,12/17/2018 08:12:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20181041300,12/17/2018 08:00:00 AM,1,N,Front to Rear
20181041295,12/17/2018 08:00:00 AM,0,N,Front to Rear
20181041317,12/17/2018 07:51:00 AM,0,N,Front to Rear
20181041303,12/17/2018 07:50:00 AM,1,Y,Front to Rear
20181041273,12/17/2018 07:47:00 AM,0,N,Front to Rear
20181041279,12/17/2018 07:45:00 AM,0,Y,Front to Rear
20181041349,12/17/2018 07:42:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20181041237,12/17/2018 07:28:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181041231,12/17/2018 06:28:00 AM,0,N,Front to Rear
20181041101,12/17/2018 05:50:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181042182,12/17/2018 12:00:00 AM,0,Y,Front to Rear
20181042484,12/17/2018 12:00:00 AM,2,N,Front to Rear
20181042299,12/17/2018 12:00:00 AM,0,N,Front to Rear
20181042241,12/17/2018 12:00:00 AM,0,N,Front to Rear
20181042370,12/17/2018 12:00:00 AM,0,N,Front to Rear
20181041223,12/17/2018 12:00:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20181040226,12/16/2018 08:45:00 PM,1,N,SIDESWIPE - SAME DIRECTION
20181040273,12/16/2018 08:40:00 PM,0,N,Front to Rear
20181040115,12/16/2018 06:47:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181040128,12/16/2018 06:04:00 PM,1,N,HEAD-ON
20181039898,12/16/2018 05:52:00 PM,0,N,HEAD-ON
20181040072,12/16/2018 05:45:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20181039970,12/16/2018 04:40:00 PM,2,N,Front to Rear
20181039833,12/16/2018 03:09:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20181039785,12/16/2018 02:44:00 PM,0,N,Front to Rear
20181039737,12/16/2018 01:51:00 PM,0,N,Front to Rear
20181039722,12/16/2018 01:40:00 PM,1,N,Front to Rear
20181039580,12/16/2018 11:07:00 AM,0,N,Front to Rear
20181039628,12/16/2018 10:37:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181039531,12/16/2018 10:14:00 AM,0,Y,Front to Rear
20181039118,12/16/2018 05:25:00 AM,0,N,Front to Rear
20181039078,12/16/2018 03:30:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20181039095,12/16/2018 03:26:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20181038928,12/16/2018 02:57:00 AM,0,Y,Front to Rear
20181038915,12/16/2018 02:29:00 AM,1,N,SIDESWIPE - SAME DIRECTION
20181038762,12/16/2018 01:15:00 AM,1,Y,SIDESWIPE - SAME DIRECTION
20181039181,12/16/2018 12:00:00 AM,2,N,Front to Rear
20181038615,12/15/2018 11:56:00 PM,0,N,Front to Rear
20181038458,12/15/2018 10:22:00 PM,1,Y,Front to Rear
20181038321,12/15/2018 08:39:00 PM,0,N,HEAD-ON
20181038286,12/15/2018 08:19:00 PM,2,Y,SIDESWIPE - SAME DIRECTION
20181038229,12/15/2018 07:30:00 PM,0,Y,Front to Rear
20181038317,12/15/2018 06:52:00 PM,0,Y,Front to Rear
20181038107,12/15/2018 06:44:00 PM,0,N,Front to Rear
20181038091,12/15/2018 06:26:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181038116,12/15/2018 06:24:00 PM,0,N,Front to Rear
20181038074,12/15/2018 06:21:00 PM,0,N,Front to Rear
20181038066,12/15/2018 06:11:00 PM,0,N,Front to Rear
20181038058,12/15/2018 06:09:00 PM,1,N,Front to Rear
20181038053,12/15/2018 06:04:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181038150,12/15/2018 05:57:00 PM,3,N,Front to Rear
20181038095,12/15/2018 05:53:00 PM,0,Y,HEAD-ON
20181038000,12/15/2018 05:42:00 PM,0,N,Front to Rear
20181037918,12/15/2018 04:57:00 PM,1,Y,Front to Rear
20181037998,12/15/2018 04:44:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20181037923,12/15/2018 04:40:00 PM,0,N,Front to Rear
20181038021,12/15/2018 04:17:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181037834,12/15/2018 04:04:00 PM,0,N,Front to Rear
20181037831,12/15/2018 04:03:00 PM,1,N,HEAD-ON
20181037738,12/15/2018 03:16:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20181037688,12/15/2018 02:45:00 PM,3,N,Front to Rear
20181037596,12/15/2018 12:35:00 PM,0,Y,Front to Rear
20181038492,12/15/2018 12:07:00 PM,0,N,Front to Rear
20181037461,12/15/2018 11:34:00 AM,1,N,SIDESWIPE - SAME DIRECTION
20181037338,12/15/2018 09:57:00 AM,0,N,Front to Rear
20181037180,12/15/2018 08:22:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181037032,12/15/2018 06:42:00 AM,2,Y,Front to Rear
20181036814,12/15/2018 03:20:00 AM,0,Y,Front to Rear
20181036969,12/15/2018 03:09:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20181036759,12/15/2018 01:05:00 AM,0,N,HEAD-ON
20181037976,12/15/2018 12:00:00 AM,0,Y,Front to Rear
20181038209,12/15/2018 12:00:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20181036467,12/14/2018 11:58:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20181036400,12/14/2018 11:20:00 PM,0,N,Front to Rear
20181036377,12/14/2018 11:00:00 PM,0,N,Front to Rear
20181036422,12/14/2018 10:58:00 PM,0,Y,Front to Rear
20181036311,12/14/2018 10:07:00 PM,3,N,HEAD-ON
20181036303,12/14/2018 10:00:00 PM,0,N,Front to Rear
20181036298,12/14/2018 09:58:00 PM,0,Y,HEAD-ON
20181036485,12/14/2018 09:43:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20181036444,12/14/2018 09:30:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181036351,12/14/2018 09:12:00 PM,1,N,Front to Rear
20181036159,12/14/2018 07:50:00 PM,0,N,Front to Rear
20181036149,12/14/2018 07:26:00 PM,0,N,Front to Rear
20181035879,12/14/2018 06:17:00 PM,0,N,Front to Rear
20181035872,12/14/2018 06:10:00 PM,0,N,Front to Rear
20181035983,12/14/2018 06:00:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181036063,12/14/2018 05:47:00 PM,1,Y,Front to Rear
20181035846,12/14/2018 05:36:00 PM,0,N,Front to Rear
20181035795,12/14/2018 05:35:00 PM,0,Y,Front to Rear
20181035869,12/14/2018 05:29:00 PM,0,N,Front to Rear
20181035786,12/14/2018 05:28:00 PM,1,Y,Front to Rear
20181035799,12/14/2018 05:24:00 PM,0,Y,Front to Rear
20181036353,12/14/2018 05:05:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181035728,12/14/2018 05:00:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181035705,12/14/2018 04:57:00 PM,3,N,Front to Rear
20181035751,12/14/2018 04:46:00 PM,0,N,Front to Rear
20181035739,12/14/2018 04:40:00 PM,0,N,Front to Rear
20181035661,12/14/2018 04:35:00 PM,1,N,Front to Rear
20181035667,12/14/2018 04:32:00 PM,1,N,Front to Rear
20181035639,12/14/2018 04:28:00 PM,1,N,Front to Rear
20181035610,12/14/2018 04:20:00 PM,0,Y,Front to Rear
20181035662,12/14/2018 04:20:00 PM,0,N,Front to Rear
20181036398,12/14/2018 04:20:00 PM,0,N,Front to Rear
20181035656,12/14/2018 04:13:00 PM,0,Y,Front to Rear
20181035596,12/14/2018 04:05:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181035627,12/14/2018 03:51:00 PM,0,N,Front to Rear
20181035563,12/14/2018 03:44:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181035550,12/14/2018 03:41:00 PM,1,N,HEAD-ON
20181035907,12/14/2018 03:30:00 PM,0,N,Front to Rear
20181035514,12/14/2018 02:49:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181035471,12/14/2018 02:45:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20181035412,12/14/2018 02:30:00 PM,0,N,Front to Rear
20181035402,12/14/2018 02:10:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20181035326,12/14/2018 01:35:00 PM,0,N,Front to Rear
20181035340,12/14/2018 01:30:00 PM,0,N,Front to Rear
