HHID,AverageTimeSitting,AvgDrinksPerWeek,MorningNightPerson
91004769.0,8.0,0.0,2.0
91004775.0,12.0,0.0,3.0
91004776.0,7.0,1.0,4.0
91004780.0,6.0,0.0,4.0
91004792.0,14.0,5.0,4.0
91004797.0,1.0,1.0,1.0
91004800.0,14.0,0.0,1.0
91004801.0,5.0,0.0,4.0
91004811.0,4.0,0.0,4.0
91004815.0,12.0,0.0,5.0
91004819.0,8.0,0.0,3.0
91004822.0,3.0,1.0,1.0
91004825.0,8.0,2.0,1.0
91004832.0,4.0,18.0,3.0
91004838.0,6.0,0.0,4.0
91004850.0,8.0,14.0,3.0
91004860.0,8.0,18.0,3.0
91004872.0,6.0,16.0,2.0
91004884.0,8.0,12.0,2.0
91004888.0,6.0,0.0,1.0
91004910.0,8.0,0.0,2.0
91004916.0,1.0,0.0,2.0
91004917.0,6.0,1.0,5.0
91004922.0,8.0,0.0,4.0
91004924.0,6.0,6.0,1.0
91004932.0,4.0,1.0,2.0
91004950.0,5.0,0.0,4.0
91004954.0,4.0,0.0,4.0
91004962.0,10.0,2.0,5.0
91004967.0,5.0,0.0,1.0
91004975.0,7.0,0.0,4.0
91004980.0,6.0,1.0,4.0
91004985.0,2.0,0.0,4.0
91004989.0,6.0,2.0,2.0
91004990.0,10.0,0.0,1.0
91004991.0,10.0,0.0,3.0
91004993.0,4.0,0.0,2.0
91004999.0,8.0,0.0,1.0
91005002.0,10.0,0.0,2.0
91005003.0,10.0,0.0,3.0
91005009.0,8.0,2.0,2.0
91005015.0,10.0,0.0,5.0
91005019.0,10.0,3.0,2.0
91005025.0,3.0,0.0,2.0
91005027.0,4.0,0.0,4.0
91005029.0,2.0,1.0,2.0
91005033.0,8.0,0.0,4.0
91005039.0,15.0,0.0,4.0
91005042.0,8.0,9.0,2.0
91005053.0,4.0,21.0,1.0
91005054.0,2.0,1.0,1.0
91005063.0,4.0,12.0,1.0
91005064.0,0.0,0.0,2.0
91005066.0,10.0,0.0,1.0
91005067.0,10.0,6.0,5.0
91005074.0,13.0,14.0,2.0
91005078.0,4.0,21.0,1.0
91005080.0,14.0,1.0,2.0
91005084.0,2.0,0.0,1.0
91005085.0,15.0,0.0,1.0
91005090.0,10.0,5.0,4.0
91005091.0,8.0,0.0,4.0
91005096.0,1.0,0.0,3.0
91005100.0,10.0,28.0,1.0
91005109.0,8.0,6.0,1.0
91005110.0,5.0,1.0,5.0
91005127.0,8.0,0.0,4.0
91005130.0,9.0,0.0,1.0
91005143.0,18.0,0.0,3.0
91005146.0,2.0,0.0,3.0
91005161.0,10.0,0.0,1.0
91005168.0,4.0,0.0,4.0
91005172.0,12.0,0.0,4.0
91005181.0,5.0,0.0,3.0
91005186.0,3.0,0.0,1.0
91005192.0,11.0,0.0,4.0
91005200.0,5.0,0.0,2.0
91005239.0,6.0,0.0,4.0
91005252.0,6.0,8.0,2.0
91005262.0,4.0,4.0,1.0
91005274.0,8.0,0.0,2.0
91005282.0,3.0,12.0,1.0
91005284.0,8.0,12.0,5.0
91005288.0,6.0,12.0,5.0
91005291.0,12.0,0.0,1.0
91005295.0,14.0,1.0,1.0
91005299.0,4.0,0.0,2.0
91005320.0,6.0,2.0,2.0
91005321.0,10.0,4.0,4.0
91005322.0,2.0,0.0,1.0
91005332.0,6.0,0.0,3.0
91005343.0,12.0,4.0,4.0
91005350.0,3.0,3.0,2.0
91005354.0,6.0,0.0,4.0
91005359.0,4.0,0.0,4.0
91005362.0,15.0,0.0,2.0
91005367.0,4.0,3.0,2.0
91005368.0,6.0,0.0,5.0
91005371.0,12.0,0.0,2.0
91005376.0,8.0,0.0,3.0
91005382.0,10.0,21.0,4.0
91005384.0,12.0,2.0,2.0
91005386.0,11.0,0.0,3.0
91005389.0,2.0,0.0,4.0
91005407.0,12.0,0.0,1.0
91005410.0,4.0,0.0,1.0
91005411.0,8.0,0.0,1.0
91005414.0,6.0,0.0,3.0
91005417.0,3.0,2.0,1.0
91005423.0,6.0,0.0,3.0
91005444.0,5.0,0.0,1.0
91005455.0,12.0,36.0,4.0
91005460.0,5.0,0.0,1.0
91005482.0,8.0,0.0,1.0
91005489.0,10.0,16.0,2.0
91005509.0,8.0,0.0,3.0
91005511.0,8.0,8.0,1.0
91005516.0,4.0,0.0,4.0
91005525.0,8.0,0.0,2.0
91005527.0,6.0,0.0,2.0
91005538.0,10.0,0.0,5.0
91005546.0,1.0,0.0,1.0
91005547.0,9.0,2.0,4.0
91005565.0,8.0,0.0,3.0
91005567.0,2.0,0.0,3.0
91005576.0,6.0,3.0,1.0
91005599.0,4.0,1.0,2.0
91005605.0,3.0,4.0,1.0
91005608.0,4.0,7.0,4.0
91005620.0,5.0,12.0,4.0
91005622.0,4.0,14.0,2.0
91005624.0,1.0,0.0,1.0
91005628.0,6.0,1.0,4.0
91005634.0,4.0,0.0,1.0
91005635.0,12.0,0.0,1.0
91005654.0,10.0,0.0,5.0
91005657.0,4.0,24.0,4.0
91005669.0,6.0,0.0,2.0
91005674.0,5.0,0.0,4.0
91005677.0,2.0,0.0,2.0
91005681.0,6.0,0.0,2.0
91005682.0,4.0,0.0,3.0
91005695.0,5.0,0.0,2.0
91005696.0,3.0,0.0,5.0
91005703.0,6.0,1.0,1.0
91005710.0,8.0,0.0,4.0
91005731.0,3.0,0.0,1.0
91005746.0,4.0,10.0,3.0
91005750.0,8.0,0.0,3.0
91005753.0,3.0,0.0,4.0
91005763.0,8.0,0.0,5.0
91005779.0,8.0,0.0,1.0
91005783.0,8.0,0.0,2.0
91005785.0,2.0,8.0,1.0
91005787.0,14.0,6.0,3.0
91005795.0,4.0,1.0,1.0
91005815.0,8.0,0.0,1.0
91005820.0,6.0,0.0,3.0
91005823.0,2.0,0.0,2.0
91005828.0,2.0,0.0,2.0
91005832.0,5.0,10.0,2.0
91005857.0,6.0,6.0,2.0
91005861.0,18.0,0.0,1.0
91005873.0,16.0,0.0,1.0
91005879.0,14.0,48.0,5.0
91005901.0,3.0,2.0,3.0
91005906.0,6.0,0.0,2.0
91005912.0,6.0,4.0,1.0
91005919.0,4.0,0.0,1.0
91005922.0,8.0,10.0,1.0
91005923.0,1.0,0.0,4.0
91005928.0,8.0,0.0,2.0
91005943.0,2.0,8.0,5.0
91005945.0,3.0,0.0,3.0
91005947.0,5.0,14.0,4.0
91005950.0,20.0,2.0,5.0
91005961.0,10.0,8.0,1.0
91005962.0,8.0,0.0,3.0
91005967.0,2.0,0.0,2.0
91005977.0,8.0,2.0,2.0
91005981.0,5.0,5.0,1.0
91005982.0,14.0,6.0,4.0
91005984.0,9.0,2.0,4.0
91005986.0,10.0,0.0,2.0
91005989.0,6.0,2.0,4.0
91005992.0,8.0,1.0,2.0
91005993.0,5.0,1.0,1.0
91005994.0,5.0,0.0,1.0
91005996.0,10.0,56.0,4.0
91006003.0,5.0,0.0,1.0
91006019.0,12.0,7.0,4.0
91006027.0,8.0,4.0,1.0
91006036.0,4.0,0.0,4.0
91006037.0,4.0,0.0,1.0
91006050.0,5.0,0.0,4.0
91006066.0,14.0,6.0,1.0
91006075.0,2.0,0.0,2.0
91006077.0,5.0,0.0,3.0
91006089.0,5.0,4.0,2.0
91006094.0,10.0,4.0,4.0
91006099.0,2.0,6.0,2.0
91006102.0,8.0,8.0,1.0
91006105.0,5.0,2.0,4.0
91006106.0,7.0,0.0,1.0
91006108.0,3.0,7.0,1.0
91006113.0,3.0,1.0,1.0
91006123.0,2.0,0.0,4.0
91006125.0,4.0,0.0,1.0
91006128.0,4.0,0.0,4.0
91006133.0,2.0,0.0,1.0
91006143.0,3.0,2.0,3.0
91006162.0,0.0,0.0,5.0
91006167.0,3.0,4.0,3.0
91006168.0,6.0,0.0,2.0
91006186.0,20.0,0.0,3.0
91006195.0,12.0,12.0,5.0
91006201.0,5.0,12.0,5.0
91006207.0,7.0,1.0,4.0
91006218.0,2.0,5.0,1.0
91006233.0,10.0,8.0,4.0
91006240.0,2.0,2.0,5.0
91006257.0,8.0,0.0,2.0
91006261.0,4.0,2.0,2.0
91006271.0,3.0,0.0,1.0
91006274.0,8.0,0.0,1.0
91006275.0,4.0,0.0,3.0
91006283.0,5.0,1.0,3.0
91006284.0,5.0,0.0,1.0
91006285.0,3.0,0.0,1.0
91006293.0,5.0,8.0,3.0
91006298.0,16.0,1.0,2.0
91006303.0,6.0,0.0,4.0
91006310.0,13.0,0.0,1.0
91006314.0,10.0,0.0,4.0
91006315.0,3.0,0.0,1.0
91006322.0,5.0,12.0,3.0
91006323.0,10.0,36.0,1.0
91006324.0,8.0,0.0,1.0
91006325.0,4.0,0.0,2.0
91006331.0,5.0,0.0,1.0
91006332.0,8.0,15.0,3.0
91006336.0,8.0,1.0,4.0
91006337.0,12.0,0.0,1.0
91006344.0,9.0,0.0,4.0
91006345.0,3.0,0.0,2.0
91006348.0,10.0,4.0,1.0
91006356.0,4.0,0.0,2.0
91006357.0,4.0,2.0,1.0
91006363.0,5.0,0.0,4.0
91006365.0,9.0,0.0,2.0
91006371.0,3.0,4.0,1.0
91006373.0,5.0,0.0,5.0
91006375.0,4.0,0.0,3.0
91006380.0,5.0,12.0,2.0
91006388.0,12.0,5.0,1.0
91006413.0,0.0,0.0,3.0
91006415.0,8.0,0.0,4.0
91006416.0,4.0,0.0,3.0
91006419.0,15.0,0.0,4.0
91006422.0,6.0,14.0,3.0
91006423.0,5.0,2.0,1.0
91006424.0,2.0,0.0,2.0
91006426.0,6.0,14.0,1.0
91006439.0,12.0,0.0,2.0
91006441.0,5.0,0.0,1.0
91006467.0,6.0,3.0,4.0
91006477.0,5.0,0.0,2.0
91006481.0,4.0,3.0,2.0
91006496.0,7.0,0.0,4.0
91006499.0,7.0,3.0,1.0
91006530.0,15.0,0.0,1.0
91006567.0,5.0,0.0,1.0
91006574.0,8.0,6.0,5.0
91006595.0,3.0,2.0,4.0
91006596.0,3.0,1.0,2.0
91006609.0,10.0,5.0,2.0
91006610.0,4.0,0.0,1.0
91006618.0,6.0,10.0,2.0
91006622.0,4.0,21.0,1.0
91006633.0,7.0,0.0,1.0
91006649.0,8.0,0.0,1.0
91006650.0,10.0,15.0,4.0
91006663.0,15.0,1.0,4.0
91006665.0,5.0,0.0,4.0
91006679.0,7.0,0.0,5.0
91006701.0,14.0,8.0,2.0
91006711.0,4.0,0.0,3.0
91006712.0,6.0,0.0,1.0
91006715.0,10.0,0.0,5.0
91006718.0,4.0,0.0,4.0
91006725.0,0.0,0.0,1.0
91006726.0,10.0,8.0,1.0
91006743.0,6.0,12.0,1.0
91006747.0,7.0,2.0,5.0
91006802.0,2.0,0.0,1.0
91006810.0,10.0,10.0,4.0
91006812.0,8.0,7.0,1.0
91006820.0,8.0,1.0,4.0
91006828.0,3.0,0.0,5.0
91006831.0,9.0,0.0,4.0
91006834.0,3.0,0.0,1.0
91006849.0,3.0,0.0,1.0
91006856.0,10.0,0.0,1.0
91006860.0,6.0,0.0,1.0
91006869.0,6.0,18.0,3.0
91006871.0,7.0,1.0,5.0
91006884.0,1.0,4.0,3.0
91006900.0,3.0,0.0,1.0
91006919.0,2.0,0.0,4.0
91006923.0,8.0,4.0,4.0
91006931.0,4.0,1.0,1.0
91006932.0,8.0,0.0,5.0
91006937.0,4.0,0.0,2.0
91006943.0,9.0,1.0,3.0
91006949.0,4.0,12.0,1.0
91006954.0,10.0,1.0,2.0
91006965.0,7.0,1.0,1.0
91006980.0,2.0,12.0,3.0
91006990.0,8.0,0.0,5.0
91007000.0,7.0,0.0,4.0
91007016.0,1.0,1.0,4.0
91007018.0,3.0,0.0,1.0
91007025.0,9.0,2.0,2.0
91007030.0,18.0,4.0,3.0
91007032.0,4.0,0.0,3.0
91007033.0,8.0,3.0,5.0
91007041.0,6.0,1.0,3.0
91007045.0,8.0,10.0,2.0
91007059.0,6.0,0.0,4.0
91007061.0,6.0,3.0,3.0
91007102.0,10.0,15.0,1.0
91007107.0,8.0,0.0,3.0
91007109.0,5.0,2.0,5.0
91007110.0,8.0,54.0,4.0
91007116.0,8.0,28.0,5.0
91007120.0,4.0,0.0,4.0
91007131.0,8.0,0.0,2.0
91007135.0,6.0,0.0,3.0
91007138.0,10.0,4.0,3.0
91007147.0,4.0,1.0,1.0
91007148.0,6.0,0.0,1.0
91007156.0,15.0,0.0,1.0
91007177.0,10.0,4.0,4.0
91007178.0,8.0,6.0,5.0
91007191.0,12.0,0.0,2.0
91007194.0,8.0,1.0,1.0
91007195.0,14.0,3.0,2.0
91007198.0,5.0,6.0,2.0
91007203.0,7.0,4.0,1.0
91007219.0,2.0,0.0,1.0
91007227.0,5.0,0.0,1.0
91007228.0,8.0,0.0,3.0
91007243.0,14.0,0.0,3.0
91007247.0,5.0,0.0,1.0
91007248.0,3.0,0.0,5.0
91007261.0,10.0,0.0,1.0
91007272.0,6.0,0.0,4.0
91007275.0,10.0,0.0,1.0
91007298.0,6.0,0.0,4.0
91007314.0,2.0,0.0,2.0
91007325.0,10.0,0.0,2.0
91007327.0,6.0,9.0,5.0
91007330.0,6.0,16.0,1.0
91007356.0,3.0,0.0,3.0
91007371.0,5.0,0.0,2.0
91007381.0,5.0,3.0,3.0
91007385.0,12.0,2.0,3.0
91007400.0,14.0,0.0,2.0
91007406.0,15.0,5.0,4.0
91007408.0,8.0,0.0,5.0
91007409.0,4.0,0.0,1.0
91007411.0,10.0,0.0,2.0
91007417.0,12.0,0.0,1.0
91007419.0,1.0,14.0,2.0
91007442.0,1.0,6.0,3.0
91007458.0,8.0,0.0,1.0
91007473.0,10.0,6.0,2.0
91007487.0,10.0,6.0,2.0
91007495.0,9.0,7.0,3.0
91007507.0,5.0,12.0,1.0
91007513.0,6.0,0.0,3.0
91007514.0,10.0,0.0,4.0
91007517.0,6.0,0.0,1.0
91007518.0,3.0,4.0,2.0
91007533.0,8.0,2.0,3.0
91007554.0,14.0,2.0,1.0
91007557.0,6.0,0.0,1.0
91007560.0,7.0,4.0,1.0
91007562.0,9.0,4.0,2.0
91007565.0,14.0,0.0,5.0
91007581.0,6.0,0.0,3.0
91007607.0,5.0,0.0,3.0
91007620.0,10.0,6.0,4.0
91007622.0,4.0,0.0,3.0
91007627.0,10.0,0.0,1.0
91007634.0,4.0,2.0,2.0
91007637.0,6.0,0.0,5.0
91007641.0,2.0,0.0,3.0
91007646.0,15.0,4.0,1.0
91007653.0,5.0,0.0,5.0
91007657.0,14.0,2.0,5.0
91007659.0,3.0,0.0,2.0
91007665.0,4.0,0.0,5.0
91007669.0,20.0,0.0,4.0
91007689.0,6.0,0.0,2.0
91007693.0,9.0,0.0,4.0
91007705.0,4.0,0.0,5.0
91007707.0,2.0,0.0,4.0
91007710.0,8.0,0.0,4.0
91007711.0,12.0,0.0,4.0
91007730.0,14.0,0.0,5.0
91007732.0,2.0,21.0,2.0
91007734.0,6.0,0.0,1.0
91007739.0,8.0,6.0,2.0
91007743.0,6.0,0.0,4.0
91007761.0,4.0,6.0,3.0
91007773.0,11.0,0.0,3.0
91007775.0,10.0,0.0,4.0
91007778.0,10.0,1.0,1.0
91007796.0,8.0,0.0,5.0
91007807.0,12.0,0.0,4.0
91007810.0,9.0,6.0,3.0
91007818.0,8.0,0.0,3.0
91007825.0,6.0,0.0,4.0
91007830.0,3.0,6.0,1.0
91007849.0,10.0,12.0,2.0
91007855.0,3.0,12.0,1.0
91007862.0,5.0,0.0,3.0
91007864.0,1.0,0.0,2.0
91007867.0,10.0,0.0,3.0
91007869.0,4.0,0.0,4.0
91007876.0,6.0,0.0,1.0
91007877.0,20.0,0.0,1.0
91007879.0,14.0,0.0,5.0
91007889.0,6.0,0.0,3.0
91007894.0,4.0,10.0,2.0
91007902.0,12.0,28.0,3.0
91007904.0,8.0,6.0,2.0
91007926.0,3.0,0.0,1.0
91007937.0,2.0,2.0,5.0
91007946.0,8.0,2.0,3.0
91007947.0,5.0,6.0,2.0
91007962.0,10.0,0.0,4.0
91007971.0,4.0,0.0,1.0
91007973.0,10.0,3.0,2.0
91007977.0,4.0,0.0,1.0
91007978.0,12.0,2.0,4.0
91007980.0,6.0,0.0,2.0
91007991.0,6.0,2.0,1.0
91008010.0,6.0,0.0,1.0
91008024.0,20.0,0.0,4.0
91008036.0,4.0,1.0,5.0
91008043.0,12.0,0.0,1.0
91008060.0,7.0,0.0,4.0
91008071.0,4.0,1.0,3.0
91008078.0,4.0,0.0,1.0
91008080.0,6.0,1.0,1.0
91008099.0,4.0,0.0,2.0
91008100.0,4.0,0.0,3.0
91008107.0,6.0,35.0,2.0
91008108.0,6.0,0.0,1.0
91008111.0,10.0,0.0,1.0
91008126.0,4.0,0.0,1.0
91008132.0,12.0,0.0,2.0
91008133.0,5.0,0.0,4.0
91008135.0,2.0,0.0,1.0
91008142.0,10.0,0.0,2.0
91008150.0,6.0,0.0,2.0
91008152.0,10.0,0.0,5.0
91008160.0,2.0,0.0,4.0
91008180.0,10.0,5.0,1.0
91008181.0,12.0,0.0,1.0
91008191.0,5.0,5.0,4.0
91008196.0,12.0,6.0,4.0
91008197.0,18.0,3.0,4.0
91008201.0,3.0,7.0,3.0
91008212.0,5.0,0.0,2.0
91008223.0,6.0,2.0,2.0
91008225.0,10.0,5.0,3.0
91008229.0,2.0,0.0,3.0
91008232.0,4.0,10.0,4.0
91008236.0,6.0,0.0,1.0
91008240.0,8.0,0.0,4.0
91008241.0,10.0,16.0,1.0
91008255.0,8.0,0.0,2.0
91008267.0,6.0,5.0,1.0
91008288.0,9.0,2.0,3.0
91008291.0,4.0,2.0,1.0
91008299.0,6.0,7.0,4.0
91008309.0,3.0,0.0,1.0
91008319.0,4.0,0.0,2.0
91008320.0,6.0,5.0,1.0
91008324.0,12.0,0.0,5.0
91008336.0,8.0,0.0,3.0
91008343.0,8.0,0.0,3.0
91008351.0,1.0,1.0,1.0
91008363.0,16.0,0.0,4.0
91008390.0,3.0,0.0,1.0
91008409.0,2.0,14.0,3.0
91008413.0,14.0,0.0,2.0
91008416.0,14.0,0.0,5.0
91008423.0,4.0,2.0,1.0
91008428.0,3.0,6.0,4.0
91008430.0,4.0,0.0,2.0
91008451.0,2.0,1.0,2.0
91008456.0,10.0,0.0,4.0
91008465.0,6.0,18.0,2.0
91008467.0,8.0,2.0,3.0
91008472.0,8.0,0.0,1.0
91008476.0,12.0,0.0,4.0
91008479.0,10.0,21.0,5.0
91008480.0,0.0,12.0,4.0
91008484.0,4.0,1.0,3.0
91008490.0,5.0,0.0,1.0
91008493.0,8.0,10.0,4.0
91008494.0,8.0,0.0,2.0
91008496.0,8.0,3.0,1.0
91008510.0,6.0,14.0,5.0
91008512.0,4.0,10.0,3.0
91008514.0,10.0,1.0,2.0
91008515.0,4.0,4.0,2.0
91008517.0,6.0,0.0,3.0
91008519.0,1.0,0.0,4.0
91008524.0,10.0,0.0,2.0
91008525.0,6.0,2.0,2.0
91008531.0,18.0,3.0,5.0
91008532.0,4.0,6.0,3.0
91008544.0,5.0,0.0,4.0
91008560.0,10.0,0.0,1.0
91008562.0,10.0,0.0,1.0
91008572.0,8.0,8.0,1.0
91008573.0,2.0,6.0,1.0
91008574.0,4.0,4.0,2.0
91008575.0,2.0,0.0,2.0
91008577.0,12.0,6.0,4.0
91008580.0,6.0,6.0,2.0
91008590.0,10.0,40.0,1.0
91008596.0,3.0,2.0,1.0
91008597.0,9.0,12.0,1.0
91008601.0,12.0,1.0,3.0
91008602.0,8.0,0.0,1.0
91008606.0,3.0,4.0,3.0
91008607.0,12.0,0.0,2.0
91008608.0,15.0,9.0,4.0
91008611.0,6.0,0.0,4.0
91008618.0,8.0,6.0,4.0
91008620.0,8.0,2.0,2.0
91008621.0,10.0,0.0,3.0
91008631.0,10.0,0.0,4.0
91008632.0,6.0,0.0,1.0
91008637.0,12.0,0.0,1.0
91008653.0,6.0,0.0,4.0
91008665.0,10.0,0.0,4.0
91008670.0,10.0,1.0,3.0
91008672.0,6.0,0.0,3.0
91008679.0,6.0,0.0,3.0
91008680.0,6.0,8.0,5.0
91008686.0,6.0,9.0,3.0
91008691.0,12.0,2.0,4.0
91008703.0,4.0,0.0,4.0
91008708.0,5.0,5.0,2.0
91008710.0,3.0,0.0,4.0
91008716.0,3.0,0.0,1.0
91008738.0,2.0,12.0,1.0
91008741.0,4.0,21.0,1.0
91008748.0,6.0,0.0,3.0
91008749.0,2.0,0.0,5.0
91008757.0,10.0,2.0,4.0
91008762.0,4.0,1.0,1.0
91008768.0,6.0,8.0,2.0
91008778.0,2.0,2.0,4.0
91008781.0,8.0,0.0,3.0
91008810.0,3.0,14.0,4.0
91008814.0,1.0,2.0,4.0
91008862.0,20.0,2.0,3.0
91008867.0,14.0,1.0,5.0
91008873.0,9.0,4.0,1.0
91008892.0,5.0,5.0,1.0
91008894.0,10.0,14.0,1.0
91008895.0,7.0,5.0,5.0
91008896.0,10.0,0.0,3.0
91008908.0,2.0,0.0,1.0
91008909.0,8.0,0.0,2.0
91008910.0,10.0,0.0,3.0
91008911.0,0.0,0.0,4.0
91008923.0,8.0,5.0,3.0
91008936.0,8.0,0.0,5.0
91008946.0,2.0,0.0,3.0
91008947.0,10.0,35.0,4.0
91008959.0,10.0,0.0,2.0
91008960.0,5.0,0.0,4.0
91008966.0,5.0,0.0,1.0
91008974.0,12.0,0.0,3.0
91008977.0,8.0,0.0,2.0
91008980.0,7.0,0.0,1.0
91008984.0,5.0,0.0,3.0
91008986.0,8.0,1.0,4.0
91008998.0,12.0,0.0,3.0
91009008.0,1.0,0.0,1.0
91009013.0,3.0,12.0,3.0
91009025.0,5.0,0.0,3.0
91009027.0,10.0,0.0,4.0
91009030.0,2.0,8.0,3.0
91009041.0,6.0,1.0,1.0
91009043.0,5.0,10.0,2.0
91009058.0,1.0,12.0,1.0
91009059.0,2.0,0.0,5.0
91009066.0,4.0,0.0,3.0
91009067.0,20.0,9.0,4.0
91009077.0,12.0,0.0,2.0
91009078.0,6.0,2.0,1.0
91009092.0,2.0,18.0,4.0
91009093.0,2.0,0.0,1.0
91009095.0,3.0,2.0,5.0
91009103.0,4.0,0.0,2.0
91009105.0,4.0,0.0,4.0
91009106.0,4.0,0.0,3.0
91009126.0,2.0,21.0,1.0
91009134.0,3.0,8.0,4.0
91009140.0,3.0,0.0,2.0
91009150.0,4.0,28.0,5.0
91009152.0,8.0,0.0,3.0
91009155.0,8.0,0.0,2.0
91009169.0,8.0,0.0,4.0
91009182.0,5.0,0.0,1.0
91009184.0,20.0,0.0,4.0
91009186.0,6.0,0.0,1.0
91009188.0,7.0,0.0,4.0
91009193.0,6.0,1.0,1.0
91009199.0,10.0,2.0,1.0
91009212.0,1.0,0.0,3.0
91009220.0,3.0,0.0,4.0
91009228.0,10.0,0.0,1.0
91009247.0,2.0,0.0,4.0
91009251.0,8.0,0.0,5.0
91009262.0,8.0,0.0,1.0
91009270.0,10.0,0.0,5.0
91009274.0,2.0,0.0,3.0
91009349.0,6.0,0.0,1.0
91009353.0,3.0,1.0,2.0
91009367.0,5.0,0.0,4.0
91009375.0,8.0,0.0,3.0
91009390.0,10.0,0.0,1.0
91009398.0,4.0,1.0,1.0
91009407.0,10.0,0.0,3.0
91009408.0,8.0,3.0,1.0
91009437.0,4.0,0.0,1.0
91009443.0,10.0,0.0,4.0
91009453.0,16.0,3.0,2.0
91009461.0,8.0,0.0,2.0
91009464.0,8.0,10.0,4.0
91009465.0,3.0,0.0,1.0
91009466.0,6.0,4.0,4.0
91009477.0,15.0,0.0,4.0
91009478.0,13.0,2.0,5.0
91009479.0,8.0,0.0,2.0
91009482.0,8.0,10.0,4.0
91009489.0,2.0,0.0,1.0
91009490.0,4.0,0.0,1.0
91009496.0,1.0,0.0,1.0
91009508.0,6.0,15.0,3.0
91009510.0,2.0,0.0,1.0
91009512.0,6.0,25.0,1.0
91009521.0,12.0,8.0,4.0
91009522.0,6.0,2.0,2.0
91009526.0,2.0,6.0,2.0
91009528.0,3.0,0.0,5.0
91009533.0,4.0,9.0,1.0
91009539.0,7.0,0.0,1.0
91009544.0,6.0,0.0,4.0
91009548.0,12.0,0.0,3.0
91009550.0,3.0,16.0,2.0
91009553.0,5.0,0.0,1.0
91009555.0,6.0,0.0,1.0
91009557.0,6.0,0.0,3.0
91009559.0,6.0,0.0,4.0
91009563.0,10.0,0.0,3.0
91009582.0,2.0,0.0,3.0
91009583.0,10.0,6.0,3.0
91009588.0,3.0,12.0,1.0
91009589.0,1.0,0.0,3.0
91009595.0,3.0,0.0,2.0
91009608.0,2.0,0.0,2.0
91009621.0,6.0,0.0,1.0
91009624.0,20.0,0.0,4.0
91009631.0,5.0,0.0,3.0
91009643.0,8.0,10.0,4.0
91009644.0,6.0,0.0,1.0
91009647.0,4.0,0.0,2.0
91009648.0,3.0,0.0,1.0
91009657.0,12.0,1.0,4.0
91009663.0,5.0,90.0,1.0
91009665.0,2.0,0.0,1.0
91009678.0,16.0,0.0,2.0
91009679.0,8.0,2.0,3.0
91009685.0,9.0,0.0,4.0
91009698.0,7.0,0.0,2.0
91009701.0,15.0,36.0,5.0
91009708.0,10.0,0.0,5.0
91009712.0,12.0,0.0,4.0
91009716.0,8.0,0.0,2.0
91009724.0,15.0,0.0,3.0
91009735.0,2.0,3.0,1.0
91009739.0,2.0,14.0,5.0
91009741.0,10.0,28.0,3.0
91009752.0,5.0,48.0,4.0
91009765.0,9.0,0.0,1.0
91009777.0,10.0,0.0,1.0
91009787.0,8.0,0.0,1.0
91009810.0,8.0,0.0,3.0
91009845.0,12.0,2.0,2.0
91009859.0,8.0,4.0,4.0
91009893.0,14.0,8.0,2.0
91009895.0,20.0,2.0,1.0
91009898.0,6.0,0.0,1.0
91009903.0,6.0,1.0,2.0
91009921.0,12.0,4.0,3.0
91009922.0,4.0,1.0,2.0
91009927.0,2.0,0.0,1.0
91009930.0,16.0,0.0,2.0
91009931.0,12.0,0.0,3.0
91009935.0,5.0,1.0,1.0
91009938.0,3.0,6.0,1.0
91009939.0,5.0,0.0,1.0
91009941.0,8.0,9.0,3.0
91009942.0,18.0,6.0,1.0
91009951.0,5.0,2.0,2.0
91009953.0,4.0,0.0,2.0
91009955.0,5.0,5.0,2.0
91009963.0,9.0,8.0,2.0
91009967.0,12.0,2.0,4.0
91009979.0,12.0,16.0,3.0
91009983.0,10.0,7.0,3.0
91009985.0,10.0,0.0,4.0
91009999.0,10.0,50.0,4.0
91010001.0,20.0,1.0,4.0
91010014.0,7.0,6.0,4.0
91010015.0,2.0,1.0,4.0
91010020.0,3.0,6.0,3.0
91010021.0,3.0,4.0,2.0
91010042.0,3.0,21.0,5.0
91010046.0,8.0,16.0,4.0
91010047.0,4.0,35.0,4.0
91010057.0,4.0,0.0,3.0
91010073.0,10.0,0.0,3.0
91010077.0,7.0,2.0,2.0
91010086.0,8.0,0.0,4.0
91010088.0,8.0,2.0,2.0
91010093.0,2.0,0.0,2.0
91010096.0,4.0,3.0,5.0
91010107.0,5.0,3.0,1.0
91010110.0,6.0,0.0,1.0
91010112.0,6.0,4.0,3.0
91010119.0,2.0,2.0,1.0
91010121.0,5.0,0.0,2.0
91010127.0,6.0,0.0,1.0
91010129.0,3.0,0.0,5.0
91010136.0,2.0,0.0,1.0
91010137.0,2.0,10.0,2.0
91010140.0,8.0,6.0,1.0
91010147.0,8.0,0.0,5.0
91010151.0,16.0,0.0,4.0
91010153.0,4.0,0.0,1.0
91010154.0,6.0,4.0,1.0
91010162.0,3.0,4.0,1.0
91010166.0,3.0,0.0,1.0
91010167.0,2.0,12.0,4.0
91010175.0,4.0,4.0,1.0
91010181.0,4.0,0.0,5.0
91010182.0,15.0,1.0,3.0
91010184.0,2.0,0.0,4.0
91010186.0,3.0,10.0,1.0
91010195.0,8.0,14.0,2.0
91010200.0,6.0,0.0,4.0
91010202.0,13.0,1.0,4.0
